74 44
45 35
100 50
64 48 0
64 26 0
38 0 0
88 2 0
88 26 0
69 33 1
99 18 1
93 34 0
98 37 1
51 47 1
43 24 1
69 18 0
71 15 0
46 7 1
70 24 1
26 10 0
10 24 1
83 32 0
48 28 1
27 35 0
47 20 0
7 41 0
59 24 0
63 19 0
20 34 0
91 29 1
44 41 0
32 45 1
45 43 1
65 15 0
23 31 1
68 14 1
14 50 0
77 43 0
92 40 1
20 12 1
41 30 1
35 21 0
44 32 0
59 32 1
4 6 1
41 46 0
21 46 0
48 6 1
67 40 1
14 9 0
22 12 0
96 12 0
49 43 1
70 21 1
62 37 1
40 27 1
66 16 0
89 40 0
39 11 0
95 48 1
60 49 0
39 8 1
15 45 1
15 44 1
73 46 0
74 41 1
33 37 0
40 1 1
66 49 1
99 19 1
54 43 0
5 48 0
22 40 0
42 2 0
53 32 1
77 9 1
66 34 0
19 34 0
78 21 0
99 43 1
69 38 1
92 50 1
14 37 1
27 17 1
20 33 0
39 24 0
57 44 0
56 17 1
91 17 0
61 15 1
75 29 0
75 43 0
70 14 0
100 25 1
20 1 1
82 46 0
33 31 0
79 20 0
58 46 0
53 45 0
89 45 1
77 18 1
30 24 1
89 20 0
20 7 0
29 18 0
97 46 1
88 1 0
7 21 1
48 22 0
92 1 1
4 38 1
32 26 1
49 50 0
9 17 1
77 26 0
98 50 1
56 35 0
68 43 0
91 40 1
44 18 1
26 1 0
52 35 0
83 32 1
89 15 0
52 0 1
16 2 1
23 41 1
52 17 0
17 8 1
26 50 1
68 39 0
44 31 0
52 41 0
89 10 0
6 25 0
52 34 1
76 31 0
1 11 1
54 40 1
74 38 0
41 29 1
47 10 0
23 11 0
2 0 1
1 7 1
78 13 0
81 13 0
60 27 1
40 14 1
48 21 0
99 17 1
96 32 0
54 0 0
33 14 0
94 16 0
21 40 1
94 26 0
95 48 1
64 31 0
57 20 1
63 15 0
76 18 0
26 0 1
38 39 0
93 3 0
75 21 1
36 27 1
96 8 1
37 46 0
9 16 0
0 33 0
9 23 1
22 13 1
75 31 0
20 30 0
88 28 0
98 19 0
73 32 0
64 26 0
61 16 0
79 0 1
67 31 1
73 23 1
44 24 1
65 46 1
94 38 1
57 31 0
64 39 1
85 24 0
4 42 0
92 8 0
47 17 0
3 50 1
19 4 1
15 22 0
79 4 0
56 7 0
23 44 0
99 18 0
12 3 1
79 26 0
21 46 0
67 48 0
3 6 1
48 30 1
83 3 0
26 14 0
15 4 1
40 50 1
0 16 1
50 36 1
96 45 1
5 31 1
35 46 0
99 32 1
5 34 0
94 35 0
23 21 0
94 27 0
27 29 0
33 45 1
33 4 0
95 46 0
69 13 1
29 46 0
8 17 1
63 22 0
89 37 1
19 23 1
19 33 0
99 15 0
47 21 1
23 48 0
29 39 0
15 8 0
42 34 0
