74 14
80 19
100 50
23 12 0
90 41 0
19 28 0
58 19 1
15 36 1
0 43 0
10 42 0
84 36 1
8 6 1
47 40 0
78 29 1
65 43 0
54 23 0
8 32 0
49 26 0
69 48 0
11 7 0
17 33 1
12 37 0
64 11 1
21 30 1
21 47 1
24 28 1
82 11 1
100 21 0
43 31 0
58 38 1
3 23 0
100 35 0
93 37 0
79 13 1
53 4 0
96 27 0
14 35 1
42 49 1
14 22 1
89 41 0
94 6 0
79 12 0
57 46 0
99 13 1
93 32 0
75 34 1
67 21 0
14 39 1
52 29 1
35 1 1
15 35 0
2 12 1
21 26 1
28 7 1
83 39 1
65 37 0
52 1 0
12 13 0
65 26 1
56 28 1
53 34 1
39 1 0
28 5 0
50 38 0
58 11 0
49 43 0
55 28 1
48 8 0
61 25 0
26 39 1
72 46 0
83 49 1
65 8 1
9 32 0
72 15 1
96 10 1
14 30 0
35 4 1
51 44 0
44 29 0
34 19 0
38 10 1
7 3 0
81 27 0
77 45 0
34 29 0
59 24 1
56 14 1
41 4 1
20 26 1
95 50 1
46 27 1
65 44 0
94 18 0
96 17 1
42 3 0
6 0 1
96 16 0
13 13 1
17 33 0
61 37 1
8 30 0
58 22 1
35 39 1
36 47 1
68 3 1
78 7 0
67 32 0
42 17 0
86 29 0
97 14 1
74 8 0
4 29 0
74 16 0
72 35 0
4 15 1
84 5 0
1 2 1
56 30 0
26 41 1
84 12 0
55 17 0
48 41 0
0 28 1
77 6 0
72 31 1
78 2 1
71 36 0
97 37 1
83 30 1
99 3 0
61 50 0
48 9 0
9 13 0
50 44 1
69 4 1
1 33 0
92 48 1
86 45 0
43 15 1
5 45 1
95 41 1
100 14 0
0 1 0
4 34 0
59 29 1
41 2 1
80 33 0
73 49 1
83 13 1
27 9 1
78 22 1
30 13 0
28 50 1
60 1 0
87 35 1
41 46 1
32 18 1
36 48 1
43 30 1
69 48 1
76 26 1
27 23 1
67 34 1
74 43 1
60 49 0
78 3 0
10 8 1
68 9 1
60 34 0
11 33 0
70 18 1
9 22 0
33 40 0
60 37 1
86 40 1
36 0 1
72 15 0
51 31 1
73 49 0
98 43 0
90 44 1
57 16 1
30 47 0
14 21 1
83 33 1
3 42 0
19 11 1
89 20 1
