19 34
71 15
100 50
21 28 1
87 39 1
65 35 0
18 0 1
5 17 0
19 5 0
2 15 0
85 42 0
69 13 1
16 5 0
49 22 0
3 15 0
2 46 0
29 40 1
58 29 0
3 9 0
44 17 0
0 20 0
20 32 0
27 26 1
14 30 0
77 4 1
36 5 0
82 50 0
46 5 0
98 50 1
60 40 1
84 24 1
8 50 0
5 45 0
91 16 1
67 42 0
72 46 0
60 29 0
70 35 0
66 34 0
77 1 1
39 11 1
27 30 1
57 4 0
64 36 0
61 10 0
21 5 1
73 47 0
59 30 1
56 35 0
66 2 0
25 23 0
62 19 1
74 26 0
70 39 1
28 16 0
3 35 0
92 10 0
62 36 1
99 21 1
25 11 1
95 27 0
21 7 0
12 48 0
27 3 0
79 19 1
90 2 0
85 48 1
100 36 1
26 31 1
85 27 0
97 49 1
90 36 1
94 17 1
54 48 0
29 34 1
56 45 0
91 29 1
68 24 0
14 31 0
95 27 1
5 43 1
62 9 0
100 50 1
71 14 0
93 18 0
86 17 1
25 16 1
37 0 1
73 23 1
35 2 0
79 1 1
45 13 1
97 2 1
62 29 0
78 32 1
21 4 0
73 12 1
38 12 0
25 46 0
51 36 0
93 15 0
83 12 0
94 1 0
82 47 0
7 42 0
90 31 0
49 30 1
35 17 0
61 16 1
6 16 1
13 4 1
64 16 0
17 46 0
79 30 1
77 10 0
64 26 0
77 4 0
58 9 1
24 6 1
62 48 0
55 28 1
79 6 1
69 2 1
40 1 1
79 45 1
71 9 1
89 12 1
18 14 1
27 35 0
97 49 0
83 42 1
42 1 0
86 37 0
84 5 1
3 38 0
21 48 1
92 15 1
66 5 0
71 25 1
42 36 0
7 18 0
59 0 1
1 32 1
42 43 1
2 43 1
37 0 0
98 50 1
37 41 0
73 43 0
11 48 1
39 25 1
62 36 1
97 6 1
72 27 0
49 27 0
22 22 0
70 25 0
74 36 0
94 27 1
26 31 1
21 16 1
80 28 0
24 33 1
51 11 0
1 37 1
60 36 0
52 22 1
88 50 1
40 26 1
71 48 0
50 42 0
63 49 0
67 7 1
37 33 1
14 34 0
19 5 0
1 18 0
26 2 1
54 21 1
85 11 0
90 24 1
1 28 0
2 25 1
54 2 1
34 38 0
77 17 1
85 34 0
7 15 0
28 26 1
90 43 1
99 25 0
5 34 1
93 4 0
55 3 0
60 14 0
86 24 0
37 38 1
16 9 0
94 32 0
34 29 1
68 29 0
2 18 0
89 14 0
91 23 1
77 20 1
60 38 1
97 26 0
64 48 0
9 20 0
75 25 0
38 2 1
88 2 0
43 10 0
57 1 0
92 27 1
26 17 0
17 12 0
88 9 0
28 2 1
55 48 1
35 24 1
20 18 0
89 41 1
19 24 0
89 49 1
65 29 1
100 25 1
99 27 0
95 0 0
67 49 0
46 43 0
13 19 0
78 17 0
17 7 1
79 49 1
22 17 1
69 13 1
7 32 0
24 35 1
68 23 1
73 29 0
18 7 1
75 2 0
78 23 0
29 0 0
99 27 0
97 38 0
70 22 0
75 26 1
73 34 1
91 30 0
89 12 0
57 27 1
37 40 0
64 26 0
76 23 0
12 12 1
62 10 1
18 18 0
68 19 0
92 37 1
20 13 0
15 16 0
87 30 1
64 22 1
84 4 0
38 27 1
35 9 1
62 27 0
50 29 0
25 10 1
18 39 1
99 0 1
22 27 0
34 19 0
68 47 0
5 32 1
42 17 1
76 23 0
95 33 1
2 34 0
13 21 1
43 21 0
98 26 0
93 12 1
83 5 1
36 37 0
62 18 0
43 15 0
66 17 1
29 15 0
16 48 0
69 12 0
95 25 1
49 9 1
54 46 1
18 6 0
2 31 0
74 3 0
49 46 1
30 13 0
97 49 0
53 33 0
45 28 1
16 30 0
72 40 1
54 49 0
30 8 1
81 5 0
11 35 1
60 35 1
25 0 0
74 16 1
89 8 1
59 7 0
18 10 0
31 47 1
56 18 0
72 38 1
97 26 0
77 34 1
46 44 1
66 41 0
61 24 1
96 38 0
79 18 0
76 38 1
64 33 0
72 33 0
93 9 0
56 26 0
99 33 0
99 21 0
58 0 1
17 14 1
82 18 0
8 37 0
39 37 0
73 49 1
74 38 0
69 14 0
73 43 0
22 37 0
87 27 0
61 18 0
75 22 0
77 4 1
69 20 1
34 30 1
56 34 1
78 46 1
91 35 1
45 16 1
82 12 0
94 12 1
56 41 1
43 14 1
26 37 1
32 50 0
33 15 1
81 4 1
84 50 0
92 47 1
96 38 1
87 10 1
40 40 0
68 15 0
17 35 1
16 19 0
21 30 0
90 30 0
22 20 1
3 28 1
12 21 0
46 13 1
88 17 0
3 40 1
55 19 0
77 35 0
45 47 1
67 34 0
94 37 1
76 23 1
41 28 1
99 25 0
38 46 1
69 50 1
63 37 0
83 32 1
93 11 1
67 40 0
49 47 0
3 4 1
82 37 1
10 6 1
49 50 0
97 34 0
2 31 1
72 13 0
68 43 0
5 16 1
87 38 0
41 13 1
84 2 1
66 30 1
14 46 1
86 49 0
47 17 1
46 25 1
14 29 0
4 42 1
81 39 0
73 10 0
56 19 1
33 29 1
89 47 1
98 39 0
14 32 0
97 16 1
60 49 0
86 18 1
17 18 1
14 6 0
0 28 1
67 41 1
29 32 0
71 27 0
11 18 1
68 29 1
41 16 0
54 39 1
99 36 1
23 29 1
31 44 0
81 33 0
47 40 1
72 24 1
19 30 1
81 32 0
76 41 1
72 15 0
2 12 0
68 5 1
37 39 0
95 3 1
44 29 1
81 35 0
68 44 1
49 5 1
62 41 0
49 30 0
67 8 1
24 7 1
59 14 1
17 28 0
63 0 1
50 7 1
93 11 1
70 50 1
53 30 1
72 32 1
98 41 0
2 18 0
13 45 1
78 16 0
66 40 1
21 24 0
77 40 0
7 4 1
100 32 0
51 28 1
12 43 1
98 47 1
81 2 0
72 19 0
85 25 1
39 11 1
91 17 1
70 6 0
46 28 0
25 49 0
14 47 1
29 38 0
74 43 1
18 34 1
22 21 0
41 27 0
39 30 0
39 39 0
41 50 1
57 28 1
94 24 0
49 38 1
69 32 1
9 13 1
92 41 0
39 18 1
42 25 1
34 25 1
25 9 0
24 34 0
100 20 1
16 39 0
56 39 1
100 38 1
50 3 0
44 48 1
49 33 0
54 32 1
54 18 1
18 1 1
0 50 1
82 22 0
88 43 0
20 20 1
13 14 1
24 23 0
47 27 0
86 11 1
38 4 1
98 29 1
16 22 1
37 45 0
30 3 0
74 22 0
56 18 1
36 26 1
90 47 0
58 38 1
8 24 1
61 24 0
45 46 1
53 4 1
35 48 1
3 45 1
22 26 1
55 28 1
14 37 0
20 36 0
95 10 1
15 2 0
74 14 1
94 47 1
83 11 1
97 6 1
48 37 1
66 45 0
66 16 0
25 9 0
8 49 1
21 35 0
0 6 1
52 6 1
56 39 1
79 1 0
3 23 0
94 28 0
6 5 1
61 47 1
91 30 1
48 5 1
41 33 0
53 12 1
0 6 1
16 28 1
99 0 0
96 29 1
30 16 0
42 21 0
21 18 1
90 8 1
91 33 0
40 33 1
86 11 1
87 13 1
38 46 1
49 11 0
5 15 0
96 1 0
50 3 0
4 10 1
55 44 0
33 14 0
62 4 0
28 3 0
96 29 1
0 1 1
27 43 0
18 31 1
59 40 1
25 17 0
72 37 1
42 0 1
92 35 0
2 45 0
49 17 1
24 4 0
38 13 1
95 24 1
98 28 1
39 48 0
75 1 1
85 9 1
12 23 1
35 49 0
69 38 0
28 35 0
68 37 1
53 24 0
47 50 1
95 19 0
14 49 1
99 39 1
68 4 0
98 13 1
86 48 0
36 47 0
72 8 0
28 50 0
74 24 1
74 44 0
65 27 1
10 24 0
47 23 0
56 20 1
7 18 1
27 46 1
62 6 0
51 40 0
58 30 1
74 41 1
36 6 1
87 43 1
72 42 1
12 27 1
29 5 0
90 49 0
17 24 0
25 27 0
40 44 1
84 33 1
75 48 1
80 19 1
61 4 1
80 10 1
85 7 1
50 49 0
88 6 1
21 38 1
15 4 1
23 44 1
97 35 1
33 13 0
69 26 1
55 20 0
97 37 1
95 18 1
83 6 0
61 49 0
22 38 0
7 11 0
11 6 1
84 24 1
61 28 1
38 16 1
25 14 0
72 12 0
17 0 0
15 3 0
100 7 0
59 7 1
31 31 1
40 29 0
48 33 1
3 20 1
75 25 0
15 36 0
55 43 1
2 46 0
7 43 0
91 31 0
59 5 0
80 44 0
54 9 1
6 29 0
55 40 0
84 8 0
54 26 0
69 41 1
93 34 1
47 26 0
17 23 1
45 9 0
47 38 0
5 41 1
96 8 0
41 32 1
88 32 0
22 50 1
60 15 1
98 36 1
71 42 0
20 18 1
100 38 1
65 20 1
33 7 0
34 10 1
27 45 1
98 47 0
33 34 1
13 36 0
93 6 1
13 39 0
94 45 0
73 50 1
23 50 1
21 48 0
6 8 1
40 24 0
85 45 1
11 15 1
89 36 0
20 40 0
93 20 1
82 14 1
12 29 0
87 14 1
90 32 1
26 35 0
5 33 1
28 0 1
96 11 0
41 11 1
98 7 0
75 3 1
95 46 1
53 11 1
46 21 0
7 8 1
91 4 0
40 14 1
91 37 1
54 47 1
66 41 1
4 30 0
35 37 1
65 47 0
65 30 1
80 48 0
16 50 0
55 19 0
17 11 1
65 46 0
85 50 0
77 21 1
54 20 0
43 4 0
65 3 1
58 5 0
68 46 0
98 6 0
28 40 1
2 36 1
35 35 0
58 31 1
72 42 1
36 19 0
90 6 0
57 25 1
40 37 1
59 43 0
72 1 0
98 3 1
59 12 0
72 35 0
23 22 0
79 23 0
0 49 1
1 32 1
23 8 0
37 34 1
43 11 1
94 4 0
8 48 0
41 21 1
32 36 1
48 17 1
61 36 0
35 43 1
42 7 1
47 30 1
33 47 0
95 14 1
21 31 1
16 30 0
70 0 1
9 6 0
68 46 0
89 31 0
28 36 1
54 23 0
51 21 1
29 27 0
41 5 1
0 8 0
33 37 0
97 5 1
0 5 1
21 20 1
80 29 0
56 40 0
78 25 1
70 44 0
78 35 0
65 48 1
67 36 1
58 21 0
80 18 0
49 45 1
26 40 0
36 7 0
80 14 0
56 25 1
70 17 0
46 6 1
100 19 0
50 50 0
31 43 1
21 16 1
28 9 0
13 45 1
24 39 1
27 14 0
43 43 0
55 47 1
96 24 1
27 8 0
99 2 1
94 1 1
0 30 1
92 22 0
72 32 0
37 11 0
8 35 0
62 18 0
30 8 0
48 14 0
58 20 0
89 26 1
1 3 0
55 32 1
32 5 1
71 36 1
85 38 1
49 22 1
47 43 1
36 14 0
59 27 0
12 27 1
40 8 0
40 33 0
9 29 0
0 7 1
73 18 0
21 29 1
81 44 1
43 35 1
52 37 0
1 30 1
25 48 1
75 4 1
56 32 0
56 4 0
92 7 1
75 31 0
77 15 1
98 21 0
13 0 0
25 23 0
90 26 0
67 12 1
61 1 0
71 3 1
2 11 0
76 50 1
9 13 0
58 50 1
17 15 0
16 49 0
2 2 1
38 16 0
74 11 0
36 3 0
6 13 0
22 27 1
28 48 1
66 29 1
40 24 1
19 19 1
2 14 0
11 17 0
81 22 0
96 31 1
30 7 1
26 30 1
63 35 0
29 33 1
89 21 1
19 20 0
13 47 1
80 13 0
93 8 0
1 50 1
75 42 1
35 22 0
67 28 0
63 24 1
100 22 0
25 15 1
32 9 1
87 17 0
78 26 0
70 24 0
34 13 1
9 50 0
74 8 1
26 7 0
94 9 1
10 30 1
70 21 1
66 32 0
46 34 0
78 46 0
14 42 1
59 3 1
18 36 0
99 18 0
15 18 1
47 14 0
4 33 1
65 17 0
20 11 1
71 25 1
97 4 0
92 21 1
21 8 0
44 29 0
23 49 1
83 15 0
81 27 1
99 22 0
45 17 1
63 42 0
81 43 1
12 22 0
69 6 0
96 35 1
13 18 0
77 46 0
65 14 1
33 13 0
39 50 0
76 25 1
67 2 1
65 20 0
81 27 1
97 36 1
58 16 0
40 32 0
72 21 1
31 47 1
27 45 0
5 36 0
90 27 1
29 6 1
77 43 1
51 5 1
60 45 0
54 4 0
13 16 0
30 2 0
18 23 0
92 24 1
40 25 0
75 26 0
84 16 0
64 30 0
74 7 1
64 26 1
17 19 0
24 38 0
33 32 1
94 27 0
19 12 1
73 44 1
67 8 1
14 13 0
35 41 1
26 13 0
86 10 0
63 10 0
27 45 0
23 36 0
22 46 0
11 28 1
7 33 1
4 11 0
57 39 1
73 43 0
7 45 1
1 23 0
95 42 0
3 7 0
47 17 0
84 30 1
86 29 1
23 25 0
82 26 1
74 36 0
1 21 1
92 22 1
35 18 0
23 13 0
95 38 0
88 48 1
48 16 1
45 24 1
4 26 0
2 28 0
18 43 1
66 45 1
1 13 1
53 4 0
16 24 1
19 21 1
30 10 1
14 28 1
68 48 0
4 34 1
97 26 0
89 36 1
60 18 0
8 37 1
30 1 0
59 15 0
3 32 0
58 17 1
22 11 1
63 20 1
6 34 0
40 11 0
31 34 0
78 24 0
90 20 0
9 38 0
98 6 1
73 0 1
87 46 1
39 13 1
89 37 0
32 11 1
66 26 0
27 46 0
56 20 1
40 42 1
25 15 1
67 23 1
54 5 0
99 28 1
47 49 1
89 7 1
88 29 1
86 41 0
32 18 0
48 11 1
95 15 1
23 42 1
2 12 1
44 37 0
82 43 0
70 2 0
47 39 1
6 43 0
22 12 1
72 46 0
14 46 0
70 41 0
1 34 1
90 24 1
69 17 1
7 16 1
31 27 1
82 10 0
52 41 0
88 4 1
82 37 1
67 2 0
83 28 0
32 50 1
51 23 0
30 13 1
99 13 1
96 40 1
52 42 0
25 33 1
73 27 0
0 8 1
52 37 1
8 3 1
66 10 0
65 27 1
40 43 1
69 44 0
65 16 1
58 23 1
61 43 1
45 45 0
81 24 0
29 24 0
31 3 1
56 49 0
0 36 1
50 5 1
51 6 1
51 1 0
66 44 0
58 44 0
34 17 1
90 50 0
77 36 1
13 24 1
33 12 1
0 5 0
68 9 1
98 22 1
45 11 0
94 10 1
47 38 1
38 23 0
84 34 0
28 22 0
23 34 1
41 11 1
38 36 0
88 17 1
100 31 0
46 49 0
60 36 1
11 45 0
4 28 0
67 0 1
58 8 0
85 1 0
72 33 1
40 35 0
77 17 0
8 16 0
66 48 0
97 29 1
19 2 1
25 24 1
63 21 1
58 50 0
98 11 1
25 13 0
15 22 1
39 35 0
99 11 0
42 48 0
37 40 1
75 10 0
4 19 0
96 10 0
8 33 1
19 47 0
99 38 0
30 19 1
75 24 1
59 9 1
12 30 1
16 35 1
62 15 0
18 39 0
68 13 1
87 21 1
72 22 0
67 17 0
0 20 1
43 18 1
69 1 0
51 24 1
7 28 1
49 15 1
87 30 0
41 0 1
48 44 0
6 3 0
10 14 0
79 20 1
15 24 0
22 44 1
62 1 0
59 5 0
24 49 1
19 13 0
94 27 0
57 37 1
93 11 1
7 8 1
84 49 1
50 47 1
64 47 0
15 36 0
84 7 0
7 14 0
91 41 1
99 13 0
49 47 0
20 2 0
13 12 1
40 8 1
83 42 1
11 30 0
9 17 0
51 23 1
49 14 0
84 34 1
89 2 1
36 12 1
44 1 1
39 50 1
25 30 1
96 31 1
92 31 1
68 44 0
1 46 0
71 3 1
1 32 1
94 19 1
2 2 0
44 47 0
93 25 0
84 31 0
73 6 0
7 42 0
56 6 1
39 38 1
43 48 1
87 4 1
69 5 1
14 16 1
37 3 1
21 9 0
16 28 0
90 38 1
43 22 0
6 7 0
5 11 1
9 8 1
48 41 0
13 21 1
26 22 0
49 1 1
93 6 1
97 48 1
36 15 1
84 3 0
44 38 0
50 34 0
26 46 0
69 11 0
94 21 1
79 7 1
31 19 1
70 31 0
87 13 1
24 32 1
88 4 1
7 33 0
73 3 0
78 13 0
78 22 1
97 7 0
60 12 0
22 8 1
9 30 0
96 21 0
74 45 1
3 2 0
1 48 0
59 32 0
3 11 0
78 42 0
87 6 1
77 50 0
46 35 1
30 29 1
92 8 1
6 20 1
31 23 1
87 20 0
74 27 0
40 3 1
6 31 0
64 15 0
4 2 0
73 6 0
98 6 1
35 35 1
0 20 1
89 28 1
64 36 1
8 37 0
20 2 1
56 8 1
0 23 1
88 6 0
17 0 0
69 19 1
59 41 1
57 42 1
26 47 1
36 32 1
22 1 0
86 7 1
22 13 0
36 16 0
89 8 0
13 45 1
100 14 0
29 46 0
10 22 1
21 24 1
74 46 1
15 8 1
66 0 0
62 26 1
67 13 1
59 43 1
36 8 1
55 24 0
22 24 1
24 35 1
3 12 0
36 27 0
69 16 1
44 14 1
79 41 1
47 17 0
75 18 1
54 1 0
52 44 1
97 17 1
56 4 0
94 13 1
91 45 1
78 15 1
14 20 0
38 6 0
9 38 0
63 41 0
80 36 0
58 6 1
88 8 1
75 35 1
27 27 0
29 35 1
25 12 1
8 36 0
71 28 0
63 5 1
41 35 0
16 15 1
58 21 1
58 4 1
85 40 1
0 15 0
41 21 1
91 25 1
3 2 0
99 43 0
75 31 0
5 23 0
6 21 0
47 39 1
47 34 1
4 14 1
88 23 1
81 30 0
50 32 0
84 1 1
50 12 1
59 31 1
64 25 1
94 47 1
25 37 1
76 14 1
64 23 0
90 38 1
46 14 0
38 0 0
26 4 1
14 13 1
43 21 0
35 33 0
2 17 1
2 16 1
36 4 1
33 30 0
87 29 1
66 49 1
10 30 1
48 16 0
23 35 0
14 21 1
34 39 0
89 43 1
14 38 1
6 23 1
96 5 0
8 23 0
13 9 0
1 25 1
59 32 0
68 41 0
54 16 0
59 30 1
59 41 0
26 6 0
84 4 0
19 32 1
91 4 0
43 37 1
17 39 1
40 4 1
51 28 1
38 30 1
92 5 1
47 33 1
41 32 0
87 27 0
77 41 1
5 27 0
99 43 1
70 15 1
69 27 0
40 48 1
21 30 1
89 26 1
32 1 0
21 33 1
17 36 0
16 43 0
97 45 1
92 4 0
20 50 1
26 32 0
92 35 0
15 9 0
43 36 0
57 43 1
2 50 0
77 2 1
16 34 0
16 30 0
31 12 0
53 50 0
54 23 0
28 15 0
38 30 1
54 8 0
11 20 0
81 29 0
20 35 1
43 32 1
74 38 0
37 32 1
100 50 1
52 6 0
55 48 0
7 15 0
89 40 1
4 17 1
24 18 1
16 34 1
89 40 0
36 28 1
94 37 0
95 43 0
89 15 0
94 23 0
42 45 1
3 20 1
93 14 0
67 24 0
10 34 1
8 40 1
29 15 1
67 8 1
13 14 0
26 40 1
19 12 0
62 35 1
7 19 0
87 12 1
69 24 1
41 33 0
37 44 1
97 48 1
82 45 0
51 33 1
28 45 1
71 17 1
28 42 1
16 23 1
97 20 0
69 34 0
77 6 0
42 8 1
24 48 0
40 20 1
43 23 0
22 49 0
86 48 0
75 45 0
13 29 1
44 45 1
31 19 0
71 22 1
53 15 1
64 30 1
94 18 1
73 20 0
85 44 0
23 5 1
63 7 1
3 10 0
99 14 0
75 30 1
1 40 0
41 4 1
52 29 1
42 22 0
74 17 0
21 1 0
100 41 0
92 7 1
99 30 1
63 2 0
68 5 0
36 8 1
16 14 0
82 13 0
11 44 0
96 43 1
87 35 1
27 27 0
47 34 0
38 40 0
69 42 0
31 45 1
43 36 1
77 19 1
5 33 0
82 35 1
22 20 0
78 42 0
86 50 1
76 28 0
15 4 0
27 1 0
52 1 1
48 24 1
48 47 0
10 0 1
38 17 0
49 25 0
55 28 0
94 16 1
75 8 1
11 29 0
40 38 0
47 35 0
35 26 0
61 36 1
21 0 1
42 27 1
33 38 1
30 34 0
42 44 0
99 20 0
55 28 1
96 43 1
89 43 1
83 45 0
55 3 0
58 7 0
83 30 1
60 20 0
95 37 0
68 10 1
68 39 0
77 2 0
97 6 0
9 7 0
73 46 0
74 28 0
3 3 1
62 2 1
96 1 0
94 9 1
68 14 0
88 14 0
56 34 1
2 37 1
99 28 1
13 42 0
82 24 1
0 25 1
54 31 0
76 28 1
82 36 0
10 0 1
64 2 1
24 10 0
70 27 1
28 2 0
29 29 1
11 8 0
6 32 0
32 45 1
40 39 0
0 50 0
0 42 1
15 6 0
76 12 1
72 7 1
81 16 0
63 23 1
54 13 1
5 33 1
50 32 0
95 3 1
76 6 0
81 43 1
4 27 0
13 28 1
47 2 1
9 2 0
6 29 1
75 8 0
99 7 1
62 15 1
22 28 1
50 1 1
91 28 1
0 7 1
96 28 0
26 4 0
67 27 1
43 9 1
65 30 0
15 35 0
66 13 0
33 11 0
40 7 0
77 29 0
66 47 0
88 48 1
69 24 1
81 1 1
53 40 0
68 25 1
6 36 1
97 37 1
87 24 0
30 14 0
73 47 0
98 30 0
2 22 1
72 9 1
18 41 1
7 39 1
27 42 0
93 3 0
44 6 0
1 5 0
50 0 0
91 33 1
75 28 1
34 7 1
64 43 1
95 49 0
1 49 0
92 29 1
61 1 0
6 37 1
83 20 0
88 20 0
42 26 1
75 25 1
96 36 0
19 27 1
6 15 0
80 7 1
40 49 0
21 35 1
16 18 0
5 37 1
26 5 0
98 27 0
3 27 0
55 7 0
46 0 1
63 32 1
91 36 0
16 12 0
90 22 1
24 11 1
10 20 0
51 21 1
22 3 1
21 7 0
35 20 0
19 14 0
11 44 1
25 0 0
9 22 1
31 38 1
59 39 1
64 31 0
44 0 1
35 10 0
8 14 1
89 2 1
21 22 1
3 50 0
67 39 1
81 37 0
4 8 1
1 32 0
84 15 1
5 49 1
18 33 1
26 17 0
91 38 1
23 9 1
62 33 1
32 6 1
59 49 0
41 24 0
93 12 0
81 31 1
40 47 0
79 16 1
52 8 0
27 36 1
48 33 0
12 11 1
49 36 0
71 36 1
82 43 0
83 4 0
74 18 0
53 8 1
39 2 1
26 17 0
93 26 0
71 26 0
79 36 0
27 30 1
44 13 1
50 2 0
0 41 1
75 7 1
59 7 1
5 50 1
26 40 0
37 23 1
85 48 1
5 25 1
83 9 1
23 8 0
37 2 0
78 31 1
76 14 0
77 31 1
32 0 1
66 5 1
14 3 1
73 6 0
36 5 0
33 5 0
68 3 1
76 35 0
65 24 0
57 20 0
95 33 0
