96 43
47 10
100 50
29 19 1
61 5 1
58 27 0
2 46 0
76 23 0
97 38 0
17 29 1
31 8 0
6 27 1
76 12 0
77 41 1
63 42 0
2 23 0
45 40 0
67 46 0
54 18 0
62 33 0
0 48 0
86 42 1
20 27 0
84 47 1
67 36 1
30 25 0
89 0 1
69 7 1
51 48 1
47 23 1
21 30 1
34 0 1
14 38 0
77 8 1
90 7 1
74 2 0
24 0 1
97 14 1
48 30 1
67 17 1
63 10 1
73 4 1
86 26 0
94 0 0
16 7 0
100 22 1
60 46 0
28 43 0
40 31 1
76 6 1
99 47 1
43 34 0
54 0 0
49 26 0
89 35 1
30 49 0
14 26 1
40 12 1
3 23 1
91 50 1
92 23 1
70 43 1
58 5 1
52 3 0
48 8 0
57 18 1
77 9 1
91 24 1
74 32 1
17 38 0
50 38 0
56 10 1
73 14 1
26 3 1
1 15 0
58 49 1
25 7 0
77 41 1
4 46 1
41 12 0
82 33 0
82 21 0
92 48 1
66 4 0
80 40 0
14 9 1
41 31 0
81 6 1
26 30 1
97 21 1
34 0 0
100 6 0
81 40 1
93 2 1
29 33 1
2 17 1
80 5 0
40 2 0
9 38 1
30 35 1
77 46 0
73 7 1
27 31 1
83 24 1
37 35 0
91 33 1
81 8 1
12 4 0
38 48 1
72 1 1
86 39 0
41 18 0
29 13 1
24 25 0
100 27 0
73 9 0
4 44 1
39 47 0
85 11 1
68 33 1
80 11 0
48 2 0
3 15 1
43 9 0
27 13 1
66 23 1
20 36 0
22 27 0
62 21 0
79 50 1
46 47 0
22 25 1
29 21 1
95 2 0
66 23 1
30 38 0
93 26 0
78 31 1
29 37 1
24 15 1
55 20 0
63 21 0
69 47 0
10 7 0
13 48 1
42 48 1
95 50 1
80 1 0
94 27 1
77 46 1
11 19 1
45 46 1
22 26 1
16 1 0
0 37 0
97 35 0
7 2 1
52 34 1
60 27 1
62 6 0
77 36 0
80 3 1
44 11 1
44 48 1
34 20 0
91 46 0
90 17 1
38 50 0
47 45 0
77 35 1
29 20 0
31 2 0
62 35 0
20 41 1
82 2 1
56 15 0
17 10 1
38 28 1
15 34 0
64 40 0
59 19 0
52 20 1
10 37 0
93 39 0
90 43 1
20 6 0
95 41 1
17 2 0
60 2 1
70 13 0
88 46 0
21 1 0
86 45 0
16 33 1
82 34 0
60 29 0
36 26 0
7 30 0
42 6 1
53 23 0
61 37 1
80 4 1
57 25 1
63 11 1
6 11 0
81 49 0
99 8 0
93 32 1
41 28 1
16 46 0
23 50 1
37 31 0
33 8 1
74 33 1
18 43 1
4 0 1
98 6 1
9 2 1
70 3 1
70 12 1
29 50 1
22 22 0
24 39 0
70 10 1
56 1 1
59 28 1
88 32 0
80 21 1
17 23 1
48 11 0
0 49 0
19 33 0
35 8 0
43 22 0
22 42 0
28 5 0
42 32 1
42 43 1
17 22 0
9 2 0
40 14 0
48 27 1
92 18 1
100 43 0
30 31 0
57 46 1
69 20 1
96 16 1
1 10 1
4 15 1
65 37 1
59 17 1
42 16 1
83 17 1
57 46 0
72 42 0
54 21 1
53 16 0
80 39 0
98 2 0
8 21 0
66 49 1
34 22 1
60 6 1
87 3 0
83 27 1
41 42 1
38 29 0
24 47 1
48 46 0
77 39 0
41 16 0
20 2 1
22 48 1
39 49 1
85 6 1
17 31 1
23 21 0
33 7 1
97 30 0
3 38 1
36 41 0
1 48 0
84 3 1
91 15 0
39 38 1
11 0 0
50 4 0
66 39 0
18 33 0
77 49 0
78 50 1
43 16 0
51 7 0
44 49 0
6 23 1
21 23 0
23 41 0
60 15 0
22 7 0
83 6 1
91 37 0
91 44 0
94 31 1
25 42 1
17 46 0
80 19 0
28 31 1
81 37 1
6 23 0
59 24 0
73 32 1
44 29 0
78 5 1
88 16 0
39 13 1
69 33 1
12 32 1
89 48 1
8 30 1
79 6 0
4 33 1
12 4 0
48 42 1
28 5 0
26 26 0
16 27 0
0 20 1
92 21 0
62 43 0
94 28 1
26 33 0
87 39 0
73 0 1
8 14 0
53 46 0
53 27 0
12 4 1
11 38 0
15 6 1
14 32 0
81 50 0
10 1 0
15 3 0
62 47 0
34 34 0
74 4 0
35 12 1
45 37 1
12 19 0
56 23 0
99 15 0
38 45 0
56 3 0
71 17 1
27 14 1
0 18 1
68 45 1
26 43 1
16 28 1
69 7 0
3 5 0
63 12 0
86 10 0
2 38 0
96 6 0
90 9 1
4 25 1
5 38 0
68 26 1
61 40 0
80 5 1
40 40 1
94 22 1
78 13 1
94 3 1
53 38 1
80 21 0
42 21 1
67 10 1
94 41 0
29 30 1
57 29 0
99 50 1
41 11 0
15 22 0
37 36 1
88 36 1
46 8 1
99 32 0
22 7 1
61 10 0
64 38 1
93 23 1
81 12 1
44 12 0
45 25 1
96 3 0
1 30 0
74 25 1
81 22 0
5 40 0
18 1 0
60 27 0
75 4 0
19 5 0
60 7 0
84 41 0
22 21 0
89 15 1
7 42 0
68 20 0
65 3 0
29 17 1
71 50 1
49 24 1
87 12 0
25 15 1
28 50 0
90 32 0
66 38 1
19 40 0
11 50 1
82 5 1
8 25 1
90 11 0
72 11 0
71 6 1
40 44 1
56 9 1
17 40 1
35 15 0
34 14 0
48 26 0
53 34 0
98 32 0
25 45 0
74 14 1
84 28 0
50 24 1
68 9 0
87 49 0
68 28 1
3 19 1
72 47 0
71 17 0
94 45 0
63 46 1
8 15 1
6 50 1
53 46 1
100 28 1
75 22 1
32 26 0
47 0 0
44 46 1
51 41 1
0 27 1
27 45 1
44 49 1
12 42 1
0 29 1
91 14 0
61 38 1
6 35 0
52 25 1
97 1 1
3 43 1
35 38 1
73 33 0
5 8 0
57 12 1
40 9 0
46 20 1
25 17 0
88 0 0
70 18 1
85 25 1
51 0 0
14 38 1
79 37 0
90 48 1
92 44 0
15 31 1
29 37 1
31 33 0
98 40 1
9 23 1
37 39 0
10 3 1
22 35 0
54 12 1
56 23 1
6 6 0
27 16 1
58 19 1
79 1 1
18 31 1
27 3 0
22 0 1
54 2 0
99 47 1
3 2 1
82 2 1
85 35 0
23 37 0
28 44 0
81 38 0
35 50 0
21 43 1
66 21 1
80 48 0
70 43 0
2 15 0
71 39 1
29 12 0
11 47 1
91 7 1
88 26 0
34 45 1
84 19 0
5 38 0
5 35 0
100 50 1
76 6 0
38 47 1
23 13 1
42 29 1
74 9 1
99 45 0
7 0 1
20 34 0
59 20 1
21 4 1
44 24 1
55 20 1
48 41 1
25 37 0
25 45 1
59 3 0
73 50 0
88 26 1
10 40 1
21 27 1
70 46 1
83 12 0
52 13 0
1 20 0
55 40 1
55 26 1
37 26 1
96 19 0
12 8 0
87 41 1
8 29 1
4 5 0
70 40 1
71 14 1
75 16 1
74 35 1
60 28 1
43 2 0
15 7 0
6 17 0
75 1 0
94 10 1
23 32 1
46 33 0
10 32 1
97 7 0
90 30 1
52 31 0
84 11 1
14 1 1
42 16 0
54 33 1
59 1 1
7 11 0
46 9 1
54 36 1
54 19 1
30 39 0
15 17 0
62 19 1
31 15 0
60 25 1
27 41 1
37 13 1
51 20 1
50 13 0
17 20 1
5 34 0
100 41 0
15 37 0
12 35 1
33 37 0
0 48 0
37 32 0
4 27 1
3 48 1
88 20 1
63 32 0
64 50 1
29 16 1
39 42 1
91 23 0
29 50 1
10 25 0
32 34 1
15 19 0
11 45 0
28 16 1
27 7 0
77 44 1
86 30 0
28 44 1
42 16 0
24 46 0
100 41 1
7 17 1
19 18 0
39 47 1
62 9 0
40 36 0
76 3 1
59 44 1
1 48 1
42 49 1
37 24 0
38 30 0
99 15 0
58 43 0
48 33 0
22 23 1
17 29 1
77 5 0
93 29 0
13 5 0
99 33 1
41 33 0
51 23 1
5 32 0
94 23 0
41 40 1
46 42 0
0 15 1
44 13 1
65 45 0
18 19 0
59 17 1
32 22 0
36 50 1
40 10 0
13 0 0
48 35 0
91 44 0
82 12 0
92 18 0
26 5 1
78 33 0
71 39 0
45 48 0
80 2 0
81 21 1
17 5 0
88 14 1
91 28 0
98 46 1
92 50 1
50 20 0
25 41 0
41 25 1
22 2 0
66 27 1
92 10 1
90 13 0
38 8 0
94 6 1
1 12 1
5 12 1
90 11 1
4 9 1
48 8 1
98 44 0
60 43 1
82 21 1
28 35 1
39 17 1
35 32 0
89 43 0
25 17 1
77 43 0
77 43 0
34 45 1
61 12 1
65 12 1
26 39 0
12 16 1
46 46 1
33 45 0
82 15 1
93 11 0
