28 36
81 0
100 50
52 9 0
7 7 0
13 34 1
88 27 1
21 4 0
74 21 1
35 6 1
86 25 0
65 28 0
80 31 0
17 0 0
78 13 0
29 45 0
74 24 0
26 25 0
35 21 0
67 43 0
39 33 1
87 35 1
97 1 0
81 2 0
80 22 1
91 4 1
5 50 1
44 10 0
71 23 1
84 8 1
72 23 1
66 37 0
24 26 1
9 4 0
64 25 1
46 11 0
34 26 1
0 7 1
23 37 1
17 36 0
0 17 1
14 7 0
45 40 1
32 8 0
86 25 1
64 44 0
61 1 1
8 25 1
77 21 1
82 32 1
87 20 1
100 38 1
91 17 0
25 1 1
76 26 1
10 26 1
85 48 1
48 49 0
87 40 0
49 50 0
65 41 1
19 27 1
2 30 0
18 49 0
48 13 1
30 9 0
30 39 0
64 38 0
2 11 0
32 32 1
95 25 0
40 1 1
17 16 0
84 1 1
17 3 1
9 46 1
26 21 1
55 0 0
44 24 0
68 13 1
68 41 1
16 36 0
34 42 1
78 22 1
49 5 1
46 9 0
84 13 0
17 13 1
57 41 0
53 11 1
71 41 0
16 43 0
9 6 1
74 21 0
25 3 0
71 0 0
95 37 1
75 34 1
0 39 1
76 25 1
44 8 0
87 15 0
69 27 1
83 44 0
80 40 1
29 42 0
76 4 0
21 11 1
25 39 1
28 3 0
3 23 0
54 7 0
70 10 1
42 40 0
35 40 1
74 34 0
88 17 0
57 10 1
96 15 1
19 6 0
51 12 0
51 4 1
39 50 1
87 43 0
90 23 1
96 16 0
3 9 1
69 1 1
73 27 1
92 24 1
94 9 0
81 21 1
54 18 0
63 48 1
47 26 1
41 15 0
7 9 1
49 41 0
5 17 1
29 18 1
77 35 1
88 18 0
19 4 1
43 34 1
40 17 1
34 6 0
92 27 0
25 15 0
90 48 0
55 37 1
13 8 1
49 11 0
49 33 0
17 49 1
73 46 0
60 26 1
72 19 1
33 36 0
53 13 1
65 24 0
39 37 1
3 10 0
68 3 0
38 21 1
93 37 1
14 22 1
7 47 0
91 41 1
2 19 0
45 32 1
40 20 0
91 39 1
40 2 0
89 36 0
65 20 0
82 1 1
18 1 0
39 35 1
64 44 1
37 29 1
1 4 1
90 5 0
39 38 0
1 9 0
88 36 0
89 8 0
50 37 1
27 4 0
18 31 0
41 25 1
71 7 1
21 5 0
35 8 1
47 20 1
27 35 0
58 41 0
47 47 0
99 14 1
43 36 1
69 9 1
95 35 0
1 49 0
11 36 1
64 2 1
59 27 0
5 22 1
54 38 1
57 14 0
59 47 0
70 10 1
80 15 0
22 30 1
73 7 1
97 18 0
60 22 0
94 9 1
48 26 1
86 10 0
66 4 1
3 40 0
21 30 0
96 0 1
74 22 1
10 37 0
42 46 0
63 47 1
92 20 0
58 37 1
0 14 1
48 38 1
98 26 1
77 1 1
19 25 0
82 47 1
65 32 0
86 49 1
96 34 1
90 18 0
89 4 1
2 35 0
15 48 0
52 19 1
58 45 0
23 41 1
33 32 1
38 9 1
50 9 1
56 29 1
30 1 1
55 18 1
34 48 0
76 16 0
46 28 1
77 6 1
73 49 0
17 13 0
76 24 1
77 41 1
65 7 1
7 27 1
100 7 0
77 7 1
66 40 0
0 15 1
26 4 0
69 5 1
12 16 1
59 1 1
52 12 0
20 19 1
6 47 0
20 19 0
57 25 0
73 33 1
49 1 1
93 15 1
29 1 0
2 5 1
36 25 0
4 33 0
36 37 1
41 23 0
43 24 1
47 23 1
50 34 1
61 40 0
73 47 0
48 3 1
89 39 0
79 22 0
7 37 0
67 11 1
67 6 0
55 18 0
67 29 0
76 26 1
75 26 1
58 34 0
47 14 1
49 31 0
91 41 0
6 8 1
56 29 0
91 34 0
24 28 1
12 30 0
39 6 0
94 33 0
52 38 1
1 5 0
86 1 0
65 47 1
97 26 0
85 7 0
14 5 0
45 9 0
77 16 0
29 49 1
22 50 0
90 44 1
25 37 0
72 0 1
88 21 1
2 44 0
86 26 0
97 19 1
63 37 1
12 45 0
85 35 0
100 36 1
51 22 0
19 33 0
47 12 1
58 11 1
2 16 1
39 1 0
69 33 1
77 16 0
99 0 0
86 3 1
95 28 1
72 4 1
23 20 0
47 16 1
19 22 1
69 30 1
99 15 1
71 17 1
98 9 1
84 50 1
6 26 1
27 25 0
14 31 1
39 32 0
54 36 0
21 17 0
20 1 1
11 24 1
19 45 1
94 14 0
11 25 1
43 35 1
29 15 0
35 41 0
54 14 0
45 27 1
1 42 0
13 50 1
10 11 0
80 25 0
26 19 1
15 49 0
42 43 0
95 31 1
81 2 0
20 0 0
39 28 0
77 50 0
76 36 0
17 43 0
9 50 0
16 23 1
88 14 1
93 39 0
45 17 0
76 25 1
76 7 1
31 13 1
28 26 0
79 15 0
55 4 0
20 23 0
89 36 0
39 20 0
82 5 0
36 10 0
96 37 1
6 13 0
11 11 0
12 31 1
45 13 1
84 25 0
39 48 0
17 27 0
14 24 1
2 5 1
74 3 0
54 34 1
88 42 0
4 50 1
35 31 0
53 25 0
48 25 1
70 22 0
13 8 1
8 25 1
32 24 0
73 25 1
76 1 1
56 31 1
55 10 0
61 46 0
31 38 1
17 25 1
93 18 0
74 28 1
21 20 0
27 16 0
6 35 1
67 26 0
74 20 1
63 1 1
68 21 1
3 26 1
100 6 1
98 30 0
44 25 0
98 19 1
15 40 0
87 38 1
27 37 1
22 17 1
98 7 0
8 12 1
28 28 1
34 2 1
69 14 0
76 15 0
80 28 1
2 44 0
95 33 0
21 9 0
98 8 1
30 50 1
8 28 0
30 11 1
72 18 1
73 14 0
19 41 1
63 35 0
27 26 1
65 20 1
34 12 1
81 3 1
10 16 0
35 17 1
78 28 1
17 30 1
71 50 1
85 35 1
72 3 1
5 13 0
99 26 1
6 28 0
54 31 1
69 23 0
52 42 0
41 44 0
54 3 1
24 41 0
98 14 1
67 46 0
54 15 0
23 27 0
41 16 1
30 21 1
83 41 1
28 8 1
75 49 0
18 47 1
62 50 1
2 9 1
3 22 0
37 48 1
66 22 1
58 42 0
17 15 0
48 6 1
50 5 0
13 31 1
98 3 0
89 19 0
54 14 1
16 5 1
97 46 1
59 25 1
98 17 1
81 45 0
94 46 0
66 17 0
17 11 0
79 17 0
82 6 1
29 3 1
11 0 0
16 32 1
43 48 1
77 37 0
86 26 0
51 23 1
31 11 0
71 2 0
36 45 0
40 50 0
13 32 0
51 30 0
31 34 0
9 50 1
50 8 0
44 23 0
82 27 1
21 15 1
19 43 1
71 43 1
72 14 0
54 43 0
20 22 1
43 15 0
9 15 1
28 0 0
10 11 0
89 3 0
24 29 1
99 41 0
70 4 0
48 21 0
39 33 0
0 46 0
72 44 1
8 20 1
44 19 1
35 49 0
82 21 1
22 31 0
26 27 1
25 1 1
88 4 1
39 50 0
39 2 0
33 10 0
5 34 1
96 45 0
40 46 0
91 11 0
35 50 0
46 26 1
40 13 1
7 12 0
93 28 0
71 39 0
7 13 0
61 14 0
18 43 0
74 22 0
10 31 0
70 33 1
78 37 1
76 11 0
56 9 1
67 27 0
25 46 1
61 0 0
3 45 1
33 29 1
60 48 0
12 7 1
70 32 1
90 35 0
14 27 1
99 42 0
88 5 0
76 41 1
29 24 1
97 31 1
12 10 1
52 14 1
59 46 0
46 15 1
43 27 1
29 19 0
93 44 0
8 46 1
61 17 1
66 17 1
41 11 0
40 42 1
63 18 0
93 18 1
64 13 1
10 39 0
44 20 1
68 30 0
41 43 1
70 30 1
33 29 1
53 35 0
4 8 0
64 39 1
47 25 0
74 41 1
53 32 0
19 15 1
39 8 1
85 46 0
62 49 1
22 28 0
20 8 1
52 38 1
43 13 1
32 30 0
26 35 0
72 2 0
39 42 0
24 49 0
15 25 0
61 24 1
78 37 1
52 18 0
23 12 1
45 24 1
20 10 0
50 30 1
71 21 1
43 33 0
70 37 1
25 20 1
83 44 1
25 2 0
49 23 1
69 31 0
14 49 0
86 41 1
38 45 0
53 17 1
74 17 1
45 5 0
75 8 0
90 26 1
52 12 0
26 38 1
10 43 1
37 8 1
89 5 0
63 46 0
82 26 1
24 45 0
67 1 1
14 35 0
43 24 1
66 7 0
29 18 0
77 23 0
42 11 1
56 16 0
0 32 0
8 11 0
64 10 1
89 48 0
81 34 0
36 17 0
98 10 0
70 49 1
58 17 1
83 4 1
29 25 1
12 8 1
35 11 0
29 34 0
6 4 1
61 0 1
71 12 1
95 11 0
48 46 0
19 40 1
48 11 1
35 17 0
35 9 1
10 3 1
95 42 0
27 6 1
36 26 0
87 39 0
29 3 0
10 40 1
93 16 1
11 33 0
38 37 0
47 44 0
97 28 1
69 22 1
40 17 1
99 3 0
41 8 1
19 30 0
26 35 1
47 18 0
26 38 1
77 28 1
51 12 0
76 36 0
2 18 0
73 14 0
78 34 1
36 7 0
51 27 1
41 26 0
83 1 0
57 0 1
15 37 1
5 42 1
20 17 1
80 37 0
82 8 0
12 31 0
30 47 1
58 30 1
85 35 0
56 7 0
46 8 1
16 29 1
48 27 1
73 31 0
59 33 1
81 49 1
55 46 0
37 8 0
3 50 1
61 32 0
58 2 0
72 35 1
74 41 0
55 23 1
8 0 0
8 25 0
32 12 0
19 39 0
30 19 0
20 21 1
30 21 0
71 45 0
70 19 0
94 50 1
77 28 1
91 40 0
54 45 1
9 38 0
67 18 0
87 5 1
91 10 1
81 49 1
23 12 1
97 4 0
40 15 0
23 17 0
47 34 1
20 7 0
80 36 0
56 25 0
99 14 0
53 14 1
94 45 0
12 15 1
86 13 1
17 6 0
79 29 1
93 31 0
54 27 1
29 38 0
34 27 1
67 4 1
79 24 1
80 0 0
39 28 0
94 16 1
70 44 0
94 21 0
53 24 0
16 15 1
73 14 1
37 27 1
11 28 0
13 35 0
2 48 0
58 20 1
61 3 1
34 20 0
78 21 1
57 19 0
96 25 1
43 14 1
49 2 0
0 12 1
18 49 1
9 36 1
58 45 0
16 9 0
49 17 1
4 49 0
72 20 0
76 9 1
76 38 1
87 10 0
10 22 0
4 3 1
60 14 1
44 4 0
76 16 0
81 15 0
81 30 0
7 43 1
55 42 1
84 11 1
1 10 1
69 38 1
20 26 1
22 44 0
7 41 1
18 0 0
83 14 0
70 7 0
60 4 0
97 27 1
76 33 0
59 13 0
39 0 1
60 38 0
75 43 1
21 22 0
77 38 0
23 30 1
92 45 0
7 18 0
1 28 0
98 48 1
36 31 0
31 23 0
39 45 0
31 21 1
0 25 1
85 35 0
9 44 0
50 44 0
57 46 1
26 23 0
49 13 0
66 5 0
63 8 0
18 9 0
33 36 0
44 38 0
88 16 0
6 32 0
10 30 1
61 27 1
55 24 1
2 1 1
68 6 0
66 42 0
6 25 1
46 47 0
34 41 1
57 15 1
21 47 1
73 19 0
37 24 1
3 20 0
3 47 0
21 43 0
77 32 0
9 13 1
41 47 0
24 43 0
52 5 1
1 32 0
18 40 1
67 32 1
74 45 0
6 34 1
69 41 1
84 5 1
1 26 0
21 17 0
71 31 1
60 7 0
92 4 1
98 21 1
53 48 0
59 26 0
96 24 1
7 33 1
83 40 1
77 19 0
63 4 0
9 3 0
55 5 0
16 14 1
63 8 1
5 24 1
68 19 0
57 7 1
87 15 0
66 12 0
77 37 0
76 8 0
95 16 0
27 30 1
72 24 1
97 27 0
75 34 0
92 45 0
5 17 0
24 45 0
24 30 0
19 21 1
79 41 1
5 23 0
33 34 1
99 30 0
14 38 0
61 20 1
75 33 0
0 46 1
10 48 0
22 22 1
76 13 0
73 9 1
27 20 1
15 49 1
46 1 1
83 33 1
76 43 1
7 50 0
9 30 0
63 16 0
5 33 1
60 1 1
47 16 1
83 39 0
86 15 0
88 43 0
65 1 1
76 43 1
83 27 0
31 17 0
57 23 0
52 10 0
11 36 1
82 18 0
79 4 0
35 15 0
88 14 1
69 32 0
67 13 1
48 0 1
36 29 1
26 15 1
26 2 0
59 15 0
65 35 1
79 16 0
32 30 0
67 16 1
93 23 1
59 48 1
8 17 1
47 45 0
62 2 0
39 12 1
71 10 0
98 49 1
49 46 1
49 3 1
24 38 1
83 12 1
66 3 1
60 16 0
9 24 0
74 22 1
11 10 1
67 0 1
88 48 1
21 9 1
37 45 1
91 9 1
20 9 0
3 41 0
65 25 1
26 16 0
79 25 1
