64 5
84 50
100 50
55 35 1
31 31 1
53 18 0
52 5 1
9 10 0
85 9 1
4 12 1
44 27 1
14 25 1
30 14 1
5 8 1
59 8 1
88 37 0
30 29 0
74 36 1
89 36 0
22 45 0
30 42 0
27 34 1
25 2 1
19 13 0
21 34 0
85 11 1
81 1 0
16 32 0
10 37 1
15 50 0
90 1 1
76 39 1
6 12 0
44 27 0
36 19 0
90 49 1
76 12 0
35 24 0
34 46 0
52 10 1
40 34 1
83 34 1
43 13 0
40 38 1
88 15 1
90 16 0
18 4 1
86 31 0
45 48 1
52 35 0
5 35 0
91 32 0
0 7 1
62 36 1
37 26 1
78 8 1
85 44 0
93 5 1
61 28 1
37 22 1
44 23 1
68 32 1
25 35 0
43 46 1
56 47 1
39 39 0
62 35 0
73 13 0
10 14 0
56 9 0
3 19 0
75 2 1
57 4 1
4 37 0
42 10 0
92 41 0
73 0 1
68 48 1
75 2 0
88 28 1
81 3 0
52 35 0
64 36 0
71 38 1
88 33 0
80 26 0
48 3 1
89 5 1
90 26 0
62 18 1
87 35 0
81 29 1
40 11 0
82 31 0
17 32 1
36 25 1
67 38 0
59 46 0
96 26 0
73 13 1
25 5 0
83 18 0
82 24 0
42 5 0
71 44 0
90 9 0
44 3 1
57 0 0
45 15 0
1 39 0
44 47 0
98 44 1
70 13 1
32 13 1
35 48 1
95 22 1
24 45 0
40 6 1
88 5 1
34 35 0
31 8 0
83 18 1
48 6 1
28 9 0
18 11 0
31 44 1
66 6 1
96 25 1
33 3 1
34 48 1
0 23 0
75 32 1
8 29 0
15 37 0
30 34 0
6 20 0
17 29 1
10 10 1
89 3 1
91 8 0
60 39 1
3 17 0
32 44 1
63 17 1
38 28 1
9 15 0
80 21 1
24 35 1
46 34 0
31 14 1
27 17 0
15 15 0
56 46 0
85 39 0
14 50 1
91 6 1
5 23 0
95 23 0
91 12 0
93 4 1
66 41 0
40 6 0
98 4 0
76 27 1
82 9 0
85 10 1
89 49 0
91 5 0
68 0 1
7 2 1
26 10 0
89 6 0
16 37 1
70 2 0
58 16 1
47 39 1
99 34 0
41 24 0
64 27 1
2 34 1
0 13 0
91 28 0
40 38 0
93 21 1
6 27 1
14 3 1
35 11 0
82 36 1
54 47 0
33 42 0
90 1 0
83 13 1
7 35 0
66 42 1
82 43 1
17 1 1
35 30 1
50 21 1
74 47 1
94 13 1
43 41 1
93 11 0
87 49 1
61 43 0
97 41 0
81 30 0
91 43 0
18 25 1
3 21 1
22 25 0
67 2 1
55 22 0
2 24 1
44 0 0
47 18 1
65 37 0
13 32 0
5 46 0
4 14 1
33 4 1
81 8 1
14 42 1
5 43 1
36 23 1
74 0 1
75 6 0
33 11 0
91 31 0
9 31 0
33 12 0
86 38 0
60 14 1
89 43 1
70 48 0
85 25 1
77 50 0
66 12 0
17 32 1
99 5 1
78 8 1
65 28 0
56 16 1
68 25 1
14 15 0
85 6 1
96 43 0
74 23 0
98 37 1
37 45 0
0 7 1
92 43 1
76 26 0
76 32 0
78 13 0
7 18 0
34 1 0
73 5 0
79 34 0
34 22 0
33 4 0
95 44 1
66 28 0
71 10 1
77 26 1
67 50 1
99 8 0
71 46 1
86 15 1
68 34 0
86 25 0
8 20 1
51 31 1
39 47 0
93 6 0
7 49 0
75 21 0
5 22 0
38 0 1
