27 41
39 22
100 50
74 23 1
92 2 1
67 15 0
26 48 0
24 10 1
19 8 0
100 43 1
100 16 1
18 20 0
67 27 1
0 37 0
70 1 0
21 33 0
57 39 1
49 5 1
99 38 0
27 31 0
22 38 1
61 17 0
27 47 1
9 27 0
35 7 1
53 33 0
44 32 0
26 21 0
61 5 1
75 46 0
5 34 1
63 8 1
8 31 0
35 42 1
15 9 1
98 43 0
6 39 1
86 50 0
63 22 1
7 1 1
19 15 1
99 4 0
36 38 1
4 43 0
20 20 0
11 29 1
63 24 0
51 0 1
84 47 1
26 4 0
23 11 1
2 47 0
34 2 0
48 4 0
81 25 1
100 49 1
69 47 0
6 10 0
28 35 0
25 10 1
18 0 0
59 25 1
86 40 0
99 11 0
13 44 1
66 21 0
5 45 1
39 19 1
50 25 1
42 30 0
19 19 1
39 28 1
87 45 1
95 3 0
99 34 0
48 41 1
0 15 0
35 21 0
21 3 0
33 0 1
52 15 0
20 17 0
82 47 0
89 3 1
3 1 1
7 25 0
9 20 1
2 22 1
50 45 0
89 3 0
1 13 0
84 6 0
72 27 1
38 14 0
81 17 0
75 27 1
65 45 0
75 35 0
87 36 0
89 8 1
21 41 1
60 30 0
0 28 0
85 44 1
45 14 1
11 25 0
36 33 0
11 22 1
7 17 0
32 37 1
87 39 1
90 1 0
62 42 1
48 10 1
1 13 1
28 32 0
30 12 0
43 32 1
92 17 0
58 13 0
87 26 1
70 40 0
28 12 0
45 2 0
1 20 1
50 27 1
14 14 0
73 43 0
87 24 0
82 48 1
11 32 1
85 48 0
79 49 0
46 34 1
49 45 0
84 48 1
53 9 0
65 4 0
92 19 1
81 43 1
95 2 1
80 32 1
1 1 0
24 34 0
78 20 1
59 39 1
28 11 0
29 3 0
83 6 1
49 33 1
59 12 0
73 10 1
81 47 0
44 8 1
20 21 1
93 2 1
12 14 0
58 49 1
75 5 0
71 35 0
28 0 1
27 47 1
16 15 1
74 26 1
83 17 1
25 31 0
10 40 1
65 8 1
25 34 1
68 34 0
53 27 1
35 41 0
18 5 0
10 22 1
48 49 1
60 13 0
87 15 0
59 20 0
47 50 0
70 8 0
35 27 1
1 32 0
82 33 1
73 28 1
54 23 1
34 50 1
7 8 1
16 30 0
15 44 0
0 10 1
99 47 1
68 33 0
12 35 0
63 45 1
89 39 0
74 44 1
56 46 1
66 25 0
20 19 1
25 23 1
19 12 0
31 50 1
70 50 1
35 49 1
48 45 1
81 26 0
75 50 1
61 33 0
15 27 0
32 31 1
28 33 0
92 36 0
82 2 0
27 45 1
15 20 1
23 41 0
6 23 0
92 17 1
75 18 1
36 12 0
97 26 1
84 22 1
88 48 1
71 7 0
22 39 1
30 41 0
59 35 1
90 48 1
7 20 1
24 43 0
90 33 0
96 36 0
39 19 1
58 24 1
88 6 0
68 31 0
92 9 0
26 14 0
16 32 1
15 21 1
41 42 1
65 30 0
52 25 0
32 45 0
92 29 1
6 37 1
2 19 0
34 34 1
36 13 1
32 3 1
17 43 1
54 34 1
49 37 0
60 23 0
61 37 1
26 23 1
42 16 1
53 0 1
76 36 0
10 43 1
6 40 1
23 36 1
28 4 1
67 38 1
62 35 0
33 21 0
91 6 1
76 39 1
23 4 1
57 46 1
18 45 0
74 10 0
76 50 0
80 16 1
13 6 1
78 26 0
85 2 1
17 49 0
11 15 0
43 41 1
66 26 0
7 24 0
33 1 1
64 1 1
33 28 0
83 44 0
83 11 0
17 21 0
42 3 1
10 50 0
45 33 1
94 30 0
19 7 0
63 17 0
93 49 1
43 46 1
14 4 1
8 46 1
17 24 1
68 31 1
19 43 1
84 9 1
14 0 1
38 42 0
27 6 0
33 34 1
77 0 0
62 50 1
97 28 1
34 39 1
30 12 0
71 25 1
73 8 1
52 10 0
50 4 0
27 45 0
76 43 1
23 37 1
93 15 0
19 26 1
48 28 1
69 1 0
10 5 1
14 9 0
16 21 1
76 11 0
50 37 1
50 34 0
16 36 0
87 5 0
37 40 1
88 27 0
100 32 1
31 16 1
97 1 1
24 0 0
43 17 1
84 31 0
12 43 1
71 4 1
53 28 1
43 24 0
5 25 1
37 46 0
3 13 0
63 33 1
21 7 1
90 15 0
39 49 1
39 40 0
56 45 1
60 13 0
49 39 0
50 17 0
78 10 0
29 16 0
8 23 0
34 15 0
35 20 1
45 15 1
85 36 1
24 33 1
21 23 1
75 31 1
43 25 0
88 46 1
95 25 1
7 50 0
74 0 0
9 25 0
27 38 0
42 50 1
71 26 1
37 24 1
19 20 1
76 44 1
94 15 0
6 34 0
6 37 1
82 44 1
26 27 1
66 42 1
25 35 0
88 8 0
5 33 0
52 38 0
55 17 1
49 9 0
0 24 1
75 0 1
45 43 0
50 47 0
11 14 1
60 33 0
30 15 1
57 35 1
95 46 1
79 14 1
23 42 1
44 17 1
48 41 1
9 5 0
94 49 1
41 35 1
22 32 0
73 36 0
12 38 1
53 11 1
26 43 1
68 29 1
23 21 1
72 21 0
67 24 0
83 3 0
23 42 1
39 35 0
75 27 1
21 49 0
18 22 1
94 14 0
50 26 0
16 8 1
92 44 1
48 49 0
61 47 1
58 28 1
22 1 1
44 2 0
92 9 1
85 22 0
5 39 1
55 22 0
29 0 0
88 1 0
28 10 1
40 17 1
85 39 0
44 50 0
7 19 0
82 27 0
85 34 1
82 5 1
26 41 1
98 48 1
94 30 1
71 19 0
42 30 0
69 13 0
19 5 0
75 3 1
23 49 0
81 1 0
45 34 1
36 2 1
50 28 0
5 8 1
19 48 0
39 23 1
51 8 1
34 25 0
80 33 1
43 19 1
86 27 1
5 7 1
98 26 0
70 25 0
79 38 1
99 38 1
83 38 0
90 44 1
95 1 1
93 3 0
84 22 1
2 10 1
79 32 0
47 43 0
79 33 0
47 33 0
57 27 0
39 32 1
45 41 0
67 4 1
73 40 1
24 23 1
76 44 0
86 26 1
34 14 1
5 35 1
21 27 0
56 44 0
86 50 0
24 26 0
86 2 1
8 3 0
13 35 1
36 36 1
70 38 0
29 31 0
80 27 0
34 11 0
2 16 0
71 6 1
9 30 0
47 5 0
53 5 0
95 30 1
70 16 1
29 45 0
97 4 1
22 27 1
94 33 0
5 16 1
72 18 1
40 46 0
37 2 1
80 39 0
57 42 1
23 20 1
14 21 0
8 46 1
0 45 1
15 47 0
69 30 1
40 26 1
38 11 1
44 16 0
9 24 0
42 14 1
47 25 0
31 48 0
88 14 0
97 39 0
80 43 0
90 4 1
58 21 0
11 42 0
18 16 1
23 43 0
9 4 1
83 21 0
22 6 1
75 39 0
73 33 1
79 8 0
73 35 1
43 8 1
93 5 0
96 21 1
59 20 0
74 18 1
48 37 1
18 11 1
21 14 1
40 14 1
93 48 0
2 48 0
87 34 0
15 43 1
97 22 1
73 23 0
84 27 1
99 15 1
10 11 1
7 34 1
30 2 1
41 39 1
96 41 0
98 48 0
84 27 0
44 18 0
29 13 1
83 45 0
97 39 0
23 38 1
77 34 0
59 8 1
96 25 1
20 50 1
62 28 1
2 39 1
45 48 1
67 38 1
49 33 0
33 16 1
26 34 0
89 11 1
71 22 1
95 44 0
78 9 0
27 26 1
78 18 0
48 21 1
66 30 0
1 20 0
95 30 1
35 42 0
97 34 1
93 15 1
2 0 1
9 27 1
24 47 0
19 49 1
14 32 1
10 31 0
38 42 1
52 30 1
4 29 0
75 35 0
78 12 0
96 43 0
38 33 1
24 47 0
93 10 0
12 9 0
45 26 0
66 47 0
21 21 1
8 9 1
68 10 1
22 44 0
50 8 1
94 45 1
87 12 0
49 3 1
77 8 0
7 27 0
74 25 1
35 22 0
73 2 0
66 26 0
1 25 0
59 5 1
25 33 1
29 3 1
34 48 0
1 47 1
72 43 0
15 38 1
80 26 1
68 27 0
0 44 1
17 16 0
89 45 0
93 18 0
91 12 1
58 38 0
31 11 0
14 27 0
92 35 0
79 1 1
96 22 0
11 39 1
9 10 0
4 47 0
42 24 1
26 37 1
6 13 0
57 42 1
19 27 1
37 47 0
27 43 0
41 40 0
82 26 1
10 25 1
84 11 1
81 38 1
28 22 1
84 36 1
97 0 1
32 44 1
27 41 0
22 46 0
60 26 1
57 24 0
21 49 1
24 46 1
8 47 1
48 1 1
14 40 0
98 40 1
9 48 1
11 22 1
19 40 1
68 46 1
70 37 1
70 2 0
72 36 0
54 31 1
97 39 1
33 42 1
55 16 1
3 0 1
99 21 0
20 9 1
33 44 0
84 26 0
40 35 0
14 39 0
50 38 0
14 50 0
17 12 0
35 25 0
54 14 0
28 42 0
45 12 1
68 40 0
64 29 0
69 50 0
45 44 1
47 21 1
75 30 1
22 33 0
12 15 0
42 46 1
60 14 1
20 44 1
99 40 1
59 18 0
6 21 1
60 31 0
12 38 1
46 37 0
100 26 0
26 27 1
23 3 0
11 45 1
59 30 0
81 23 1
58 16 0
96 39 1
98 10 0
85 4 0
64 10 0
39 2 1
6 32 1
80 21 1
58 21 1
13 18 0
76 14 0
7 44 1
32 29 1
81 25 0
51 3 1
49 32 1
77 37 1
71 32 1
16 7 1
69 37 0
11 5 1
62 25 0
36 42 1
26 28 0
60 15 1
47 22 1
60 9 1
7 46 1
27 15 0
44 26 0
35 23 1
91 9 1
3 40 0
61 19 1
45 39 1
2 27 1
10 7 1
66 24 1
70 39 0
65 4 1
77 1 1
13 15 1
18 13 1
31 9 1
38 31 1
62 36 0
93 37 1
61 25 0
26 15 1
94 27 1
72 23 0
56 34 0
20 18 1
78 34 1
90 29 0
23 49 1
44 24 1
56 2 1
37 19 0
76 42 0
85 12 1
12 18 1
44 2 1
21 17 0
81 12 1
48 29 0
32 35 0
62 42 1
32 32 0
35 40 1
44 33 1
74 49 0
87 32 1
81 44 1
44 12 1
64 46 1
64 44 1
6 3 0
97 43 1
67 21 1
61 17 0
34 13 1
72 38 0
90 33 1
78 34 0
59 47 1
80 23 1
83 38 0
21 21 1
7 50 0
21 19 1
12 23 1
85 45 1
71 7 0
79 32 0
20 28 0
66 39 0
53 10 1
60 3 1
24 1 0
74 44 1
17 20 0
46 0 0
26 26 1
11 27 1
10 17 0
89 50 1
14 25 1
90 41 0
95 43 1
71 33 0
59 38 0
17 28 1
19 16 0
76 15 1
74 42 0
52 33 0
60 23 0
72 2 0
39 45 0
81 34 1
60 14 0
94 0 0
81 24 0
60 22 1
21 45 0
21 25 0
17 37 0
38 34 0
61 23 0
69 25 1
10 38 1
48 29 0
89 0 1
84 42 1
31 23 1
15 12 0
22 14 1
22 19 1
41 13 0
85 24 1
69 37 1
89 20 1
14 17 0
70 7 0
64 13 1
62 24 0
94 31 0
22 34 1
56 41 0
86 8 1
73 48 0
72 45 0
77 3 0
73 37 0
24 14 0
16 6 1
92 23 1
80 43 1
39 48 1
48 37 0
82 12 0
34 28 1
14 17 0
25 42 0
50 22 1
1 46 0
31 14 0
32 19 1
8 7 1
96 3 0
85 0 0
13 35 1
0 5 0
33 47 1
9 23 0
71 8 1
5 17 0
45 4 0
18 42 1
24 30 0
41 42 1
14 45 1
13 33 0
18 14 0
78 47 0
96 1 0
96 39 0
63 33 1
51 49 0
53 14 1
8 24 0
70 39 1
57 0 1
92 10 0
53 47 1
19 31 0
17 15 0
80 15 0
17 12 1
97 5 0
14 15 1
20 19 0
31 39 1
89 21 1
54 33 1
83 47 1
58 25 1
62 10 1
71 26 1
5 4 0
58 2 1
90 7 0
93 37 0
35 4 1
63 25 1
47 3 0
29 7 1
81 42 0
20 14 0
69 37 1
6 21 1
79 28 0
94 47 1
26 40 1
37 43 0
65 17 1
79 2 0
36 36 1
50 26 0
86 17 1
17 26 1
74 44 1
53 16 1
54 17 0
18 40 0
17 0 1
20 49 0
20 32 1
26 41 1
73 12 0
35 50 0
38 24 0
12 43 1
17 47 0
4 0 1
53 4 1
75 37 1
17 4 1
11 29 1
89 22 1
92 48 1
3 33 1
60 14 1
41 45 0
86 15 1
55 14 1
53 21 0
56 6 1
26 11 0
61 30 0
100 21 0
43 46 0
70 48 0
34 10 0
97 28 0
64 46 0
4 42 1
71 8 1
80 27 0
5 44 0
95 26 1
21 9 1
19 48 0
39 16 0
72 6 1
28 47 1
57 36 0
90 24 0
37 30 1
47 23 1
54 16 0
76 43 1
6 7 0
32 49 1
64 46 1
11 19 0
93 3 0
57 48 1
3 2 0
60 0 0
16 28 0
41 19 1
64 45 1
58 30 1
40 7 0
19 34 0
58 1 1
45 36 0
91 43 0
13 35 0
42 13 1
51 49 0
55 49 1
61 41 1
22 10 0
35 27 0
31 1 0
13 3 0
38 49 1
68 22 0
28 28 1
20 36 0
87 34 0
29 42 0
80 21 1
44 48 0
71 46 0
94 38 0
53 9 1
94 33 1
95 6 0
19 2 1
49 33 1
97 34 0
11 19 0
13 46 0
92 45 1
75 48 1
82 42 0
93 2 1
35 19 1
84 47 1
29 11 1
63 25 1
70 9 0
99 39 0
58 26 1
46 2 1
13 32 0
18 45 1
67 34 1
66 6 1
31 19 1
18 0 0
94 2 0
100 23 1
1 45 1
33 30 1
100 3 1
71 50 1
34 36 1
81 7 0
35 14 0
5 24 0
15 49 1
40 30 1
9 38 0
27 11 1
71 12 0
72 48 0
22 24 1
8 41 0
2 43 0
66 9 1
16 26 1
25 32 1
90 10 0
6 22 0
0 5 1
22 25 1
14 24 0
96 9 0
81 27 1
76 0 0
24 49 0
29 46 1
30 20 1
14 42 1
34 4 0
4 9 0
81 0 1
28 1 1
5 26 0
41 19 1
93 45 0
28 20 0
57 38 0
32 15 0
19 26 1
50 50 1
23 45 0
8 4 0
89 27 0
47 2 1
89 5 1
29 31 1
78 31 1
44 38 1
82 50 0
74 41 1
72 19 1
3 20 1
68 39 0
9 19 0
37 11 0
80 25 1
44 8 0
82 14 0
83 33 0
96 33 1
10 8 1
56 7 1
100 32 0
66 37 1
81 50 1
1 16 0
14 17 0
4 9 0
60 7 1
17 1 0
93 11 1
70 24 0
63 8 0
43 48 1
58 0 0
68 35 1
75 47 1
21 26 1
76 21 1
35 10 1
33 17 0
33 31 0
22 40 0
99 21 1
45 43 1
28 8 1
41 30 0
75 4 1
21 48 1
70 24 1
19 45 1
76 50 1
4 21 1
99 31 0
61 4 1
12 34 1
93 0 1
79 47 0
52 10 1
13 15 1
25 20 1
37 18 1
39 7 1
41 33 1
91 16 0
69 43 1
12 26 1
79 3 0
47 5 1
93 13 1
64 19 0
60 14 1
40 2 1
4 34 0
96 4 1
17 50 1
74 12 1
40 48 1
34 32 1
16 1 0
53 5 0
69 29 0
18 19 1
94 7 0
52 44 1
14 43 0
5 32 1
28 23 1
79 46 1
75 4 1
81 41 1
34 34 0
8 47 1
67 9 0
41 49 0
15 26 0
26 0 1
55 41 0
74 34 1
67 48 1
95 28 0
1 42 1
7 13 0
25 8 0
95 42 1
13 17 1
37 40 0
50 44 0
29 19 0
14 44 0
64 41 1
0 48 0
51 13 1
7 47 1
17 31 0
91 39 0
12 43 1
45 0 1
7 31 0
68 43 1
9 31 1
57 34 1
23 42 1
88 9 0
41 20 1
24 12 0
48 49 1
60 10 0
9 11 1
33 23 0
5 8 1
26 37 0
39 7 1
57 30 0
72 20 1
51 25 1
100 24 1
93 49 1
46 38 0
83 0 0
81 41 0
12 47 0
5 2 1
42 18 0
63 39 1
26 5 1
11 17 0
69 31 0
24 8 1
41 24 0
27 15 1
74 30 1
81 6 1
8 2 1
81 11 1
84 23 1
19 38 1
47 9 1
76 32 0
14 23 0
90 6 1
36 33 1
20 23 1
81 11 0
33 17 1
8 23 0
41 2 0
40 14 0
27 0 0
70 12 0
6 6 0
67 45 0
57 22 1
42 28 0
90 18 0
80 8 1
7 48 1
26 35 0
8 43 1
35 24 0
11 37 0
8 32 1
39 41 1
67 37 0
30 41 1
54 16 1
95 17 0
95 48 0
18 25 0
51 22 1
34 18 0
80 14 1
47 2 0
89 40 0
