82 31
61 26
100 50
96 42 0
83 29 0
37 6 1
17 37 0
98 29 0
68 28 1
69 44 0
22 12 1
3 27 0
18 4 0
0 34 1
92 47 1
68 41 0
67 3 0
28 25 1
49 17 0
73 8 0
37 17 0
58 31 0
3 42 1
10 33 0
78 2 1
45 14 1
12 32 0
74 33 1
29 24 0
26 35 1
93 10 1
78 29 0
68 19 1
18 3 1
44 34 0
44 4 1
18 19 0
93 20 1
68 21 1
85 30 1
53 34 1
8 47 0
21 12 1
96 49 0
99 19 0
53 25 1
0 8 0
44 19 1
94 2 1
27 31 0
96 40 0
73 47 1
76 27 1
88 9 1
76 41 0
21 4 1
6 41 1
20 3 0
91 42 1
60 27 1
13 39 0
89 36 0
20 25 1
93 28 1
54 24 1
52 12 1
17 2 0
74 50 1
99 37 1
32 45 1
18 33 0
71 38 1
77 24 1
9 7 0
85 26 0
57 46 1
35 49 0
77 28 0
70 36 0
66 48 0
38 10 0
55 36 0
12 34 1
58 16 1
3 17 0
39 17 0
50 43 0
96 48 0
4 24 0
46 9 0
79 44 0
80 7 1
43 38 0
32 26 1
18 35 0
53 47 1
61 4 1
31 46 1
8 45 0
85 4 1
53 14 0
91 46 1
61 44 1
82 34 1
29 27 0
51 2 1
92 26 0
81 19 0
22 24 1
48 12 1
100 30 1
29 17 0
44 40 0
30 28 1
59 17 0
38 29 0
3 34 1
50 41 1
87 10 0
86 27 1
4 39 1
15 8 1
10 48 0
80 5 0
20 35 1
77 13 0
34 47 1
4 16 0
37 34 0
92 10 0
62 26 1
6 47 0
71 38 1
29 7 1
70 44 0
48 23 0
1 28 1
42 39 0
46 7 1
90 19 1
14 45 1
20 17 1
16 50 1
13 25 0
39 37 1
91 47 1
11 31 0
19 8 0
84 14 0
46 39 0
17 44 0
20 41 0
50 12 0
18 31 1
70 32 0
36 29 1
70 26 0
28 47 1
31 8 0
53 5 0
93 35 1
60 48 1
31 3 0
39 7 1
24 34 0
52 13 1
28 28 1
86 22 0
70 40 1
91 46 1
14 35 0
76 26 0
37 12 1
57 0 0
28 44 1
4 8 0
2 24 0
6 12 1
43 9 0
1 31 1
73 29 1
99 32 0
42 8 0
66 40 1
16 19 1
81 22 1
24 5 0
45 30 1
55 41 1
98 27 0
91 45 0
50 23 1
79 33 1
60 20 1
2 26 0
56 47 0
41 18 1
14 27 1
14 2 1
5 37 1
52 42 0
71 23 1
98 13 0
85 0 1
42 36 1
23 22 0
83 37 0
12 33 1
0 20 1
17 28 1
98 47 0
26 30 1
54 24 0
22 46 0
49 31 1
76 18 1
27 11 0
31 25 0
43 15 1
45 29 1
34 45 1
50 6 0
98 26 1
76 22 1
12 9 1
91 16 0
77 17 1
100 13 1
36 42 0
40 23 1
34 45 1
34 13 1
51 20 1
18 14 1
46 27 0
82 49 0
40 47 0
38 18 0
51 24 0
56 4 1
49 6 0
38 32 1
89 11 1
45 1 0
82 42 1
87 50 1
31 20 1
16 9 0
61 29 1
37 27 0
69 49 1
37 31 1
99 23 0
83 20 1
71 27 1
88 49 0
51 14 1
58 42 0
83 21 0
44 22 1
76 45 1
81 10 0
46 42 0
79 9 1
24 16 1
79 37 0
99 20 1
72 24 1
62 4 1
69 19 0
0 15 0
9 2 0
36 24 0
74 26 0
1 17 0
79 13 1
98 25 1
65 31 0
56 6 1
65 33 0
12 36 0
4 6 1
49 13 1
62 8 1
64 21 0
86 37 1
88 24 0
5 34 1
36 43 0
32 7 1
92 17 1
63 35 0
5 41 0
22 49 1
89 10 0
35 16 0
24 30 0
97 1 0
44 4 0
36 12 1
33 29 0
90 32 0
12 49 1
86 38 0
86 30 0
84 22 1
70 13 0
81 9 1
42 36 1
77 19 0
89 43 0
28 27 1
55 28 1
86 20 0
27 33 0
7 44 0
90 20 0
34 43 1
4 0 0
88 24 1
16 46 1
71 15 0
60 33 1
32 28 1
40 49 1
87 18 1
52 24 0
32 29 0
72 49 1
20 38 0
82 34 0
46 41 0
48 44 1
6 8 0
25 25 1
64 39 0
55 3 1
39 28 1
0 40 1
64 46 0
35 46 1
74 5 1
62 2 1
8 28 0
67 5 0
88 43 1
28 49 1
14 29 0
7 49 0
21 46 1
19 35 1
91 6 1
16 11 1
7 26 0
75 13 0
48 17 1
72 35 0
76 43 1
77 5 1
80 4 1
56 6 0
10 21 1
13 10 0
8 17 0
68 50 1
52 24 1
73 49 0
51 37 0
14 23 0
66 11 0
1 12 1
47 28 0
52 43 1
24 38 0
24 43 0
64 12 0
0 23 0
68 22 1
84 3 0
92 26 1
49 39 1
75 5 1
91 35 0
59 39 1
38 14 1
84 44 0
28 17 1
77 11 1
31 30 0
94 13 0
44 34 0
55 35 1
7 36 1
82 25 0
21 26 0
36 18 1
44 18 1
42 38 0
86 32 0
38 41 1
14 20 0
81 43 1
69 42 1
18 42 1
76 37 0
94 28 0
23 18 1
47 6 0
21 4 0
80 34 1
39 0 0
5 11 1
62 1 0
5 20 1
20 35 1
5 42 0
100 19 0
8 43 0
68 30 1
