17 25
48 22
100 50
4 7 0
100 30 1
10 0 0
28 40 0
98 38 0
38 21 0
92 44 1
62 0 0
64 37 1
83 15 1
97 47 0
95 9 1
8 4 1
74 43 0
93 8 0
49 46 1
32 4 1
8 45 0
98 21 1
76 40 1
65 40 1
77 1 0
29 33 0
82 10 1
89 15 1
46 47 0
61 45 0
76 6 1
26 35 1
14 26 0
49 0 0
37 16 1
21 25 1
67 46 1
21 38 1
50 30 1
50 47 1
14 3 0
70 40 0
20 42 1
33 19 1
80 26 1
44 12 1
53 28 0
7 5 1
62 6 0
51 12 0
94 32 0
93 50 0
12 40 0
8 30 1
65 22 0
57 11 1
30 16 0
34 29 0
33 48 0
38 45 0
97 17 0
75 8 1
67 21 1
38 5 1
7 19 0
82 24 0
4 12 0
97 18 0
80 44 1
50 14 0
75 20 0
4 38 0
33 42 1
79 11 1
26 36 1
32 27 0
73 22 1
90 24 0
27 21 0
79 8 1
41 39 1
33 18 1
39 26 1
90 24 0
34 16 0
43 16 0
63 48 1
35 29 0
4 12 0
68 0 0
68 25 1
97 33 1
47 14 1
26 22 0
93 7 0
0 6 1
41 44 0
30 2 0
77 37 1
45 46 1
89 17 0
70 1 0
20 23 1
42 12 1
70 35 1
56 39 0
96 3 1
45 28 0
32 36 1
55 14 0
64 21 1
42 48 0
47 19 1
37 0 0
73 20 1
74 31 0
72 14 1
47 42 0
71 45 1
59 44 1
37 0 1
72 3 1
0 22 0
58 18 1
24 4 0
82 34 0
30 2 0
42 5 1
22 42 1
75 32 0
80 8 0
70 45 0
66 44 0
54 18 0
80 6 0
3 12 0
24 46 1
78 17 1
63 13 1
26 4 0
73 19 0
65 19 1
38 2 1
92 10 0
30 41 0
72 0 0
74 50 0
53 12 1
74 31 0
17 8 0
15 0 0
85 27 0
6 9 1
82 5 0
90 33 1
90 27 1
22 17 0
89 8 1
69 5 1
75 4 0
47 30 0
1 22 1
94 12 0
59 26 1
53 44 0
49 35 0
10 17 0
40 23 0
31 39 1
39 1 0
97 43 0
70 12 1
85 28 1
40 16 1
11 45 0
76 31 1
75 50 0
81 2 0
76 47 0
92 36 0
47 46 0
60 29 1
23 17 1
20 40 0
56 44 0
75 43 1
20 33 1
15 26 1
0 4 1
99 43 0
27 4 1
15 8 0
33 42 1
42 10 0
79 38 0
65 8 1
30 35 0
15 22 1
33 12 1
48 50 1
98 41 0
24 47 1
6 7 1
27 2 0
19 31 0
19 30 1
35 15 0
29 32 0
31 37 0
38 16 1
78 8 1
65 14 1
0 44 1
81 36 1
83 20 1
85 36 1
16 0 0
53 0 1
30 30 0
91 18 0
55 46 0
55 11 0
11 18 1
77 18 1
0 6 0
60 0 1
91 12 0
85 35 1
16 26 1
20 36 0
38 49 0
51 5 1
22 1 1
55 48 0
6 40 0
10 5 1
98 27 0
53 8 1
42 47 1
9 35 1
14 46 0
50 37 1
97 12 0
98 2 1
56 38 1
22 22 1
38 5 0
66 43 0
96 48 1
26 48 0
6 4 0
70 4 0
57 34 1
63 23 0
70 4 1
81 4 1
93 39 0
76 14 1
18 21 0
91 5 1
37 22 0
79 40 0
14 29 1
21 19 0
21 50 1
28 14 1
61 38 0
81 2 1
21 24 1
79 24 1
33 41 0
78 29 0
2 15 1
65 48 1
62 31 1
47 8 0
68 50 1
61 3 1
90 28 0
54 18 0
0 11 1
29 9 0
40 5 0
46 33 1
68 7 0
21 43 0
4 47 0
46 33 0
89 6 1
58 16 0
15 21 0
50 29 1
100 3 0
7 42 1
20 2 1
47 47 1
38 8 1
54 43 0
25 39 1
100 29 1
4 47 1
33 47 1
4 48 0
9 19 0
80 29 0
30 48 1
82 23 0
96 5 1
21 10 1
47 17 0
48 47 1
96 29 0
4 47 1
83 43 0
90 18 0
100 10 0
69 34 0
88 34 1
54 48 0
1 9 0
15 29 1
48 35 0
35 17 0
85 18 0
38 0 0
95 37 0
51 3 0
21 40 1
89 50 1
92 10 1
2 8 1
49 9 0
7 35 1
14 34 1
52 39 1
90 16 1
96 13 0
36 28 0
32 48 0
53 46 1
36 1 1
95 1 0
69 20 1
62 26 0
78 27 1
51 21 0
62 11 0
19 36 0
71 13 1
38 47 0
43 36 1
9 42 0
47 29 1
86 46 1
90 24 1
15 30 1
29 44 0
12 33 1
35 11 1
11 27 1
31 21 1
47 21 1
40 9 0
14 21 0
5 11 1
30 12 1
59 41 0
70 21 0
23 39 0
67 10 1
43 18 0
71 39 0
59 28 1
24 12 0
52 5 0
51 12 1
22 17 0
3 45 1
70 29 1
63 41 0
35 40 1
24 46 1
59 42 0
46 8 0
81 35 1
85 24 1
83 22 1
12 40 0
0 26 1
7 3 1
62 22 1
86 7 0
63 7 0
1 26 0
14 35 0
99 1 0
87 40 1
84 29 1
45 21 1
89 32 1
65 12 0
23 10 1
30 25 0
94 50 0
45 5 0
93 29 0
36 5 1
45 34 0
23 24 0
51 36 0
79 44 1
10 6 1
44 19 1
96 10 1
69 18 0
56 7 1
77 13 1
31 0 1
55 33 1
47 48 1
50 19 0
37 41 0
57 13 1
90 38 1
48 47 0
90 42 1
22 26 0
82 7 1
58 42 1
29 11 0
37 43 0
25 14 0
33 43 0
14 40 1
19 8 0
15 25 0
62 40 1
94 28 0
14 45 0
75 7 1
40 27 1
24 31 1
34 39 1
21 40 1
9 20 0
34 38 0
63 36 0
27 39 0
91 34 0
33 22 0
65 17 0
4 9 0
99 20 0
3 2 1
44 49 1
20 48 0
9 7 0
29 13 0
80 42 0
33 25 0
0 22 1
24 49 1
17 37 0
20 42 0
28 8 1
78 14 0
36 33 0
73 30 0
40 3 0
59 4 1
51 40 1
48 27 0
48 33 0
4 47 0
83 38 0
29 11 1
78 18 1
98 5 0
100 36 0
56 7 1
24 31 0
28 27 1
54 48 1
93 12 1
50 26 0
44 32 1
93 32 1
85 39 0
6 36 0
91 36 1
67 33 1
98 15 1
33 46 0
35 25 1
19 34 0
93 11 0
48 33 1
48 49 1
2 2 0
99 38 1
88 1 1
93 14 1
76 33 0
98 39 0
100 20 0
6 21 0
3 36 1
80 0 1
2 41 0
39 26 0
28 43 1
62 47 1
42 8 1
3 30 1
3 15 0
3 12 1
10 40 1
30 19 0
70 49 0
48 19 0
13 5 1
72 14 1
5 40 1
85 35 0
79 4 0
86 40 0
72 42 1
30 11 1
82 5 0
31 1 0
40 23 0
56 23 0
79 34 1
39 13 1
5 25 1
12 24 0
66 6 1
52 49 0
17 5 1
37 24 0
48 2 1
71 14 1
60 1 0
90 7 0
16 27 0
21 10 0
98 6 1
87 17 0
95 34 0
84 11 0
48 27 1
88 31 1
11 2 1
90 3 0
1 41 1
30 4 1
86 14 0
64 2 1
99 22 0
67 22 0
68 8 1
88 7 1
36 13 0
48 18 0
70 48 1
76 36 1
13 2 0
82 18 0
41 24 0
2 11 0
72 22 0
82 33 0
68 8 1
90 31 0
92 4 0
57 35 1
19 14 0
12 25 0
68 5 0
50 39 1
37 38 0
24 17 0
82 19 1
51 38 0
25 11 1
62 34 0
13 38 0
44 16 1
77 16 1
67 49 0
97 15 1
46 7 1
12 29 1
67 25 1
22 46 0
100 36 0
65 35 0
59 23 1
74 45 0
33 49 0
59 46 1
43 40 1
43 47 0
31 2 0
36 20 0
18 39 1
68 0 0
38 39 0
19 38 1
99 26 0
43 0 1
14 38 0
77 50 0
99 22 1
6 50 0
8 46 0
44 44 1
30 8 1
22 0 1
58 42 0
66 34 0
67 12 1
17 24 1
38 42 1
98 14 1
5 22 1
97 23 0
21 16 1
84 19 1
59 2 0
3 6 0
14 49 1
48 12 0
30 50 1
23 33 1
91 43 1
94 33 0
34 6 1
62 21 1
35 26 1
8 11 0
64 26 1
58 4 1
9 37 1
36 18 0
68 21 1
51 2 0
2 26 1
86 33 0
52 50 1
73 30 1
88 4 1
12 5 1
51 5 1
21 44 0
6 24 0
99 1 0
78 21 0
57 35 1
28 17 0
83 10 0
30 8 1
83 27 1
63 2 1
4 15 1
88 41 0
34 9 0
1 24 0
29 18 1
85 10 1
39 0 0
2 49 0
92 29 0
53 23 1
65 17 0
68 48 1
16 42 0
