48 46
73 34
100 50
19 47 0
26 14 0
11 4 0
86 41 1
6 15 1
39 43 1
21 9 1
56 18 1
67 46 0
60 16 1
75 30 1
30 48 1
63 24 1
98 26 1
26 7 0
22 19 1
30 3 0
10 44 0
15 48 1
74 46 1
52 1 0
45 39 0
32 38 0
5 10 0
56 25 0
34 48 0
59 28 0
12 20 1
78 40 0
96 42 1
47 9 0
97 4 0
90 2 1
71 11 0
96 29 1
40 28 0
63 44 0
49 46 1
10 12 0
14 11 0
89 16 1
4 12 1
29 24 0
76 26 1
57 33 1
90 38 1
38 31 1
29 21 0
18 8 0
55 40 1
63 28 0
29 22 0
92 45 1
89 2 0
47 8 1
72 22 1
33 30 1
70 48 0
33 48 0
9 24 0
77 26 1
100 28 0
28 20 1
84 32 1
21 34 0
24 22 1
12 8 1
92 36 0
72 3 1
50 33 0
69 23 1
91 13 1
15 8 0
80 38 0
87 29 1
8 3 0
92 35 1
76 8 0
23 36 0
46 41 1
2 23 0
1 16 0
59 19 1
26 8 1
13 2 1
4 22 1
81 19 1
50 43 0
72 50 0
23 48 1
90 5 0
27 29 0
93 27 0
31 49 1
38 43 0
71 33 1
93 45 1
52 31 0
7 14 1
1 23 1
84 40 0
64 29 0
70 11 0
27 16 0
86 50 1
63 10 0
71 49 0
100 26 1
32 36 0
20 48 1
6 18 1
13 18 1
23 17 0
95 37 0
30 18 0
43 39 0
41 41 1
31 35 1
72 42 1
53 50 0
19 27 0
72 38 0
44 37 1
76 13 1
63 16 0
71 27 0
32 41 0
91 1 1
42 42 0
66 5 1
0 27 0
18 35 1
90 35 1
65 19 0
66 18 0
8 41 0
36 50 0
30 12 0
87 28 0
54 7 1
15 42 0
36 18 0
5 16 0
70 44 0
29 41 0
100 15 1
40 39 0
42 13 1
88 14 1
94 38 0
76 20 0
70 18 1
97 47 0
98 48 1
38 22 1
93 29 0
56 12 0
59 37 0
38 18 0
21 11 0
45 40 1
77 18 1
31 31 0
83 33 1
6 20 0
16 50 1
27 23 0
67 47 0
23 18 1
77 0 0
19 4 0
76 13 0
5 21 1
17 29 1
32 8 0
64 39 0
60 19 0
91 6 0
8 33 0
1 25 0
75 9 1
94 3 0
79 0 0
7 43 1
83 6 0
94 35 0
17 25 1
2 36 0
16 21 1
90 8 0
9 17 1
100 49 1
79 37 0
18 39 1
16 25 0
95 38 0
25 20 0
10 10 1
59 17 0
85 34 0
38 28 0
34 5 0
85 39 0
12 47 1
86 48 1
39 36 1
62 30 1
16 32 1
75 35 1
43 26 0
26 31 1
2 7 0
53 31 1
71 22 1
21 41 0
63 20 1
42 46 1
5 9 0
33 12 0
82 45 0
9 25 1
99 10 0
69 1 0
82 49 1
15 40 0
75 44 0
88 11 0
88 14 0
5 33 1
22 6 1
96 43 0
18 23 0
78 27 0
94 10 0
99 49 0
40 30 1
91 45 0
30 1 1
81 37 1
2 24 0
62 36 1
1 44 1
77 36 1
19 23 0
45 0 0
22 15 0
92 44 1
56 15 0
62 24 1
44 23 1
98 1 0
29 45 1
11 17 0
44 10 1
25 18 0
60 49 0
25 25 1
33 4 0
41 7 1
15 8 1
5 21 0
92 35 0
53 7 1
14 28 1
84 35 1
19 42 1
59 40 1
53 11 0
32 12 0
87 26 1
45 4 0
70 26 0
27 3 0
5 15 0
55 30 1
60 2 0
13 12 0
34 20 1
38 22 0
1 43 0
93 7 0
83 36 1
9 1 1
88 36 1
59 24 1
42 10 0
9 16 1
83 18 0
38 6 0
99 28 0
89 43 0
93 3 0
87 24 0
2 50 0
46 37 1
28 9 0
