38 26
81 14
100 50
21 40 0
92 45 1
12 23 1
1 15 0
17 20 0
66 43 1
9 18 0
77 31 1
23 19 1
35 9 0
25 21 1
94 49 1
32 30 0
20 46 1
89 26 1
6 13 0
42 49 0
59 14 0
34 8 0
83 26 0
22 48 0
19 0 1
42 27 1
15 9 0
59 11 0
49 2 1
36 5 0
81 24 0
62 6 0
58 12 1
91 7 1
50 31 0
92 36 0
17 43 0
21 47 0
87 23 0
31 21 0
48 43 1
20 42 1
64 19 1
0 6 0
75 25 0
84 46 0
97 50 0
71 11 1
70 6 0
72 7 0
7 22 0
92 12 1
90 44 1
13 8 1
56 15 1
9 23 0
71 8 1
50 19 0
62 3 1
33 6 0
51 23 1
44 15 0
26 49 0
83 38 1
28 11 1
87 29 1
2 35 1
45 24 1
87 12 1
19 48 0
92 49 1
93 15 0
23 25 0
77 7 0
48 25 1
35 23 0
3 1 0
49 46 1
68 37 1
89 24 1
85 37 1
85 11 0
93 32 0
36 50 0
48 16 0
77 39 0
22 49 1
26 5 0
66 43 1
27 26 1
12 34 1
55 9 0
83 29 1
47 0 1
56 10 1
43 16 0
55 36 0
85 25 1
53 32 0
89 13 1
30 2 0
56 0 0
89 33 0
38 41 0
16 16 0
95 46 0
95 36 1
27 45 0
0 18 0
59 20 0
35 32 0
65 47 0
37 21 1
47 49 1
75 6 0
3 34 0
96 29 1
0 29 1
57 42 0
60 29 1
56 16 1
85 34 1
43 0 1
66 24 1
21 8 1
39 36 0
21 25 1
27 48 0
23 17 0
82 46 1
26 35 1
57 36 0
47 3 0
74 44 0
34 33 1
29 1 1
33 22 0
95 37 1
8 49 0
84 27 0
70 39 1
79 23 0
74 22 0
79 6 1
27 20 0
26 36 0
76 29 0
35 20 1
21 45 1
47 16 0
11 23 0
36 22 1
45 42 0
83 21 1
77 35 0
69 16 0
39 42 0
44 38 0
24 9 1
50 38 0
41 15 0
54 46 1
11 6 1
39 25 0
82 1 0
2 39 0
95 41 0
50 7 0
13 49 0
81 28 0
