94 23
18 12
100 50
21 43 1
91 19 0
86 19 0
24 8 1
23 19 1
38 34 1
58 39 0
26 1 0
62 19 1
93 20 1
20 48 1
29 45 1
7 3 0
58 29 1
25 6 1
94 26 0
64 38 0
26 19 0
87 22 0
16 45 0
35 18 1
68 38 0
85 46 1
37 16 0
28 7 0
37 4 1
56 12 1
57 50 0
83 34 0
54 6 0
6 34 0
13 38 1
74 15 1
36 11 1
100 9 1
25 7 1
40 14 0
79 17 0
2 34 0
49 47 1
41 20 0
27 38 1
94 5 0
17 13 1
34 24 1
62 35 1
70 38 0
96 42 1
34 30 0
83 26 1
0 2 0
62 49 0
100 43 0
69 29 0
63 37 0
1 7 0
67 28 0
21 40 1
29 2 0
85 24 1
24 42 1
18 38 1
75 22 0
8 11 0
36 14 0
90 24 0
100 44 0
21 35 1
11 45 1
50 43 0
89 23 0
94 47 1
59 31 0
59 11 0
50 8 0
26 19 0
16 21 1
89 8 1
17 14 1
60 46 1
54 5 0
76 38 0
98 15 1
71 1 0
12 17 0
34 22 1
0 0 1
26 43 1
32 43 0
70 35 1
62 50 1
98 27 1
92 19 0
79 12 0
96 47 0
44 29 0
78 27 0
53 32 0
55 30 1
53 18 0
46 21 1
19 19 0
54 11 1
28 19 0
90 30 1
14 36 1
10 39 0
79 46 0
39 22 0
66 10 0
6 30 0
78 7 1
30 28 1
90 39 0
19 10 1
9 12 0
57 31 0
81 10 1
5 38 0
20 35 1
5 17 0
60 18 1
79 18 0
21 41 0
68 25 0
86 49 1
0 0 0
92 35 1
0 48 0
15 46 1
75 41 0
93 37 1
37 2 1
15 26 0
7 4 0
63 24 0
92 22 0
26 36 1
61 35 1
96 18 0
16 22 0
9 16 0
68 5 0
11 38 1
29 45 0
46 19 1
29 30 1
16 24 1
64 50 1
59 38 0
86 8 0
58 13 1
90 29 0
80 48 0
77 24 1
65 36 0
46 3 1
35 17 1
91 41 0
5 32 0
4 11 0
90 9 1
68 17 0
92 38 0
82 46 0
19 35 1
19 20 1
28 35 1
10 6 0
82 23 1
17 4 0
36 9 1
53 38 1
0 32 0
52 23 0
78 12 1
61 29 1
16 12 1
42 14 0
27 46 0
22 8 0
60 0 0
70 0 1
18 16 0
30 35 0
35 37 0
48 33 0
53 28 0
33 42 0
61 20 0
33 20 1
17 4 1
79 24 1
2 23 1
79 49 0
53 45 0
16 21 1
75 44 1
32 41 1
84 31 0
41 31 0
48 9 0
1 26 0
46 14 0
75 24 1
17 32 1
21 19 1
87 3 0
19 16 0
76 26 1
79 36 1
63 35 1
1 37 0
75 27 1
84 23 0
74 34 0
4 39 1
63 12 0
24 33 0
26 21 1
27 7 0
31 4 0
77 42 1
32 23 1
95 43 0
61 16 1
80 33 0
68 22 1
25 1 0
30 21 0
8 2 1
94 34 1
97 5 1
34 20 0
15 42 1
66 42 1
63 48 1
31 7 0
72 30 1
2 10 0
38 19 1
60 40 1
95 19 0
94 34 1
67 9 0
94 43 1
24 19 0
43 23 1
88 6 1
99 2 1
27 24 0
24 25 0
70 40 0
8 27 1
66 14 1
17 20 0
90 16 0
28 45 0
26 4 0
35 29 0
18 19 1
48 4 1
29 28 0
89 16 1
48 7 1
88 19 0
94 6 1
87 36 0
32 48 0
69 26 0
60 48 0
0 36 0
99 39 1
44 17 0
100 26 1
76 12 0
0 1 0
57 15 0
0 15 1
1 21 1
17 32 0
100 0 0
91 20 0
52 6 1
98 27 1
79 35 0
71 8 0
1 9 0
24 46 0
57 36 1
66 8 0
82 34 1
72 17 1
87 47 0
72 10 1
96 47 1
2 14 1
92 42 0
0 3 1
75 32 0
0 36 0
100 0 1
94 49 0
24 35 1
23 45 0
32 5 0
43 49 0
93 5 1
52 2 0
24 44 0
48 30 0
21 20 0
89 13 0
73 16 1
70 41 0
75 47 1
69 47 0
53 40 1
52 10 0
46 41 1
2 17 1
99 3 1
12 40 0
80 10 0
67 30 1
32 48 0
3 27 1
84 42 1
45 33 1
95 11 0
23 2 1
24 45 0
19 28 1
53 26 0
43 39 1
86 0 1
28 22 0
8 43 1
90 35 1
15 9 0
30 9 1
58 9 0
17 16 1
2 38 1
76 21 0
88 50 0
20 17 1
52 6 1
26 30 0
14 40 1
56 15 1
89 36 1
42 31 0
93 39 0
33 49 0
61 8 0
36 27 0
12 47 0
93 4 1
56 30 1
33 5 1
64 48 1
63 27 0
12 25 0
86 5 1
31 30 0
66 0 0
63 1 0
88 14 0
57 32 0
89 48 0
97 37 0
71 31 1
81 33 0
95 25 1
27 1 0
46 35 1
1 8 0
78 8 1
96 35 0
64 41 1
68 30 1
29 40 1
66 38 0
14 27 1
85 32 0
94 10 1
21 21 1
83 36 1
47 46 0
78 19 1
70 50 1
0 0 1
33 6 0
43 30 1
92 21 0
33 10 0
15 25 1
44 30 1
11 40 1
3 40 1
69 37 0
3 21 1
17 11 1
14 32 1
39 42 0
67 3 0
64 19 0
3 26 1
80 14 1
15 27 1
23 50 0
50 29 1
69 9 1
42 43 0
32 8 1
1 42 1
6 27 1
76 16 0
13 25 1
7 39 1
24 44 0
65 11 1
28 39 1
85 41 0
88 12 0
42 12 1
61 37 1
69 42 0
87 4 1
26 35 1
26 43 0
87 12 1
17 0 1
59 40 1
36 26 1
12 44 0
16 5 1
15 0 0
51 1 0
37 35 1
10 45 1
76 40 1
50 10 0
39 10 1
65 25 0
36 31 0
37 34 0
15 30 0
54 19 1
4 12 1
77 28 1
13 13 0
92 20 0
1 8 0
16 24 1
19 27 1
68 21 0
69 30 1
19 47 1
16 15 1
21 35 0
56 2 0
35 7 0
56 45 1
32 15 0
65 36 1
37 26 1
13 46 1
62 1 0
49 1 1
95 22 0
12 10 1
100 17 1
18 4 1
68 14 1
87 11 0
0 38 0
45 35 0
1 32 1
82 49 0
97 35 1
8 19 1
90 12 1
52 18 1
90 26 0
72 43 0
24 22 1
49 14 1
46 27 0
14 22 0
20 0 1
77 18 1
87 24 1
93 7 0
94 18 0
32 1 0
84 27 0
53 31 0
99 41 1
77 34 0
93 29 0
77 35 0
28 21 1
25 46 0
82 22 0
22 6 0
48 5 1
98 45 0
7 31 0
65 20 1
76 31 1
24 41 1
63 42 1
86 1 1
86 13 0
40 31 0
77 31 1
84 26 1
71 11 1
1 38 1
0 2 0
90 34 1
74 35 0
53 3 1
46 10 1
24 27 1
12 19 1
5 29 0
6 28 1
77 15 1
77 17 1
92 34 1
39 20 0
43 47 0
87 14 0
23 35 1
88 14 0
55 7 0
83 5 1
30 25 1
95 21 0
94 49 0
59 44 1
24 44 1
42 16 0
91 43 0
32 12 1
70 12 1
64 39 0
36 48 0
66 2 0
54 10 1
3 12 1
35 11 0
14 43 0
23 48 0
74 50 0
53 46 1
9 41 0
31 6 0
73 1 0
1 28 0
28 28 0
39 49 0
65 47 1
2 27 0
83 35 1
22 15 1
3 17 1
44 9 1
85 31 1
76 2 0
65 3 1
35 9 0
52 11 1
31 28 0
16 45 1
26 26 0
0 6 1
9 18 1
88 26 0
1 43 1
17 41 0
15 6 0
43 11 1
26 38 0
78 14 0
22 3 0
1 28 1
9 8 0
30 7 0
40 22 0
78 25 1
16 44 0
5 45 0
21 25 1
58 6 0
53 8 0
5 15 1
32 26 1
71 15 0
34 38 1
53 16 0
16 25 0
61 28 1
56 17 1
52 12 1
91 9 1
63 21 1
21 5 1
48 22 1
84 25 0
53 39 1
32 36 0
56 17 1
47 19 0
99 44 1
52 23 0
100 13 0
19 4 0
21 11 0
23 37 0
57 20 0
34 26 0
7 33 1
65 34 0
27 6 1
3 16 1
51 20 0
24 14 0
58 26 1
53 36 1
50 44 1
64 38 0
88 41 1
87 18 0
92 35 0
43 27 1
10 30 1
62 18 0
56 4 0
28 50 1
52 22 0
71 47 1
87 37 0
35 27 0
11 11 0
20 10 0
44 28 0
51 12 0
4 49 0
61 48 0
93 42 0
70 46 1
47 0 1
36 18 0
78 20 1
87 32 1
18 8 0
75 35 1
88 27 0
66 23 0
90 14 1
12 1 1
9 19 1
13 11 1
7 48 0
76 14 1
37 0 1
43 39 0
54 46 1
11 38 1
69 26 1
22 50 1
86 14 0
34 33 1
87 50 0
77 35 1
84 25 0
94 44 1
20 40 0
70 21 1
34 23 0
59 3 0
9 40 0
1 7 0
68 38 1
25 7 1
73 4 0
35 24 0
50 29 0
6 9 0
12 32 1
48 15 0
73 21 0
20 36 0
4 1 0
24 6 1
90 15 1
35 48 0
17 46 0
13 6 0
35 34 0
79 46 1
30 38 0
83 23 0
31 15 1
91 41 1
22 37 1
40 35 0
21 31 1
86 42 1
63 36 0
9 27 1
54 17 0
0 24 1
38 26 0
9 31 0
91 17 0
52 36 0
33 15 0
61 19 0
62 36 1
100 47 0
68 9 1
4 42 1
96 27 1
91 16 1
60 36 1
82 9 1
63 11 0
54 48 1
98 43 1
