65 44
95 16
100 50
4 49 1
7 25 1
37 20 1
6 40 1
37 17 0
52 19 1
69 13 1
63 18 1
56 17 1
50 43 0
67 7 1
51 40 1
70 40 0
55 42 0
89 49 1
2 1 1
44 17 0
83 37 1
45 41 0
24 44 0
84 24 1
1 2 0
12 42 0
75 6 1
33 4 0
30 28 0
83 8 0
17 5 1
33 15 0
47 21 0
89 8 0
41 13 1
77 1 0
26 47 1
47 29 0
47 48 0
24 36 0
43 20 0
14 36 0
48 18 0
32 15 0
95 20 1
99 39 0
17 17 0
19 26 1
69 25 0
62 36 1
48 37 0
38 40 0
19 23 1
33 3 1
75 33 1
38 24 1
49 6 0
94 21 1
90 30 0
91 33 0
28 4 1
70 5 0
9 30 0
63 34 1
75 37 1
10 43 0
46 41 0
98 4 1
1 20 0
60 34 0
58 37 0
93 19 1
97 21 1
34 34 0
87 5 0
18 8 0
14 10 1
31 44 1
88 3 1
95 25 1
72 2 1
99 49 0
27 23 0
79 11 0
35 17 0
30 22 1
2 9 0
16 23 0
64 15 1
65 21 1
36 4 1
30 23 0
23 40 1
34 15 0
87 43 1
16 12 1
47 36 0
1 7 1
69 36 1
47 5 1
11 37 1
89 30 0
67 49 1
8 3 1
66 31 0
65 39 0
74 27 0
60 49 0
48 42 0
89 18 0
20 13 0
65 32 1
12 35 1
23 9 1
69 6 0
57 48 0
32 26 0
97 27 0
24 17 0
48 17 0
94 15 0
17 43 1
78 6 0
94 48 1
9 15 1
3 33 1
95 10 1
24 14 1
83 10 1
20 40 1
45 12 0
12 21 1
20 27 1
36 26 1
8 18 0
44 15 1
71 45 0
61 19 1
96 14 0
13 30 0
6 41 1
12 5 1
8 18 0
43 26 0
23 31 1
33 50 0
97 39 1
69 10 0
11 5 0
54 46 1
3 32 0
59 26 1
46 46 0
12 16 0
52 44 1
27 41 0
31 5 0
22 44 0
1 0 1
27 10 0
3 38 1
81 50 0
100 26 1
7 45 0
96 12 1
33 0 1
6 17 0
80 36 0
4 1 1
21 27 0
49 16 1
87 18 1
35 32 0
67 32 1
76 38 1
66 41 0
46 42 1
93 41 1
93 35 1
9 24 1
96 17 1
35 23 0
37 37 1
4 44 1
38 12 1
43 10 1
20 37 1
83 48 0
54 18 0
15 23 1
32 24 1
81 21 1
0 16 1
6 45 0
17 38 1
70 5 1
55 26 1
29 26 0
23 4 1
81 39 1
12 30 1
73 24 0
18 48 0
66 44 0
20 6 0
82 43 0
94 26 1
43 5 1
5 34 1
73 33 0
33 24 1
20 28 0
1 50 0
91 48 0
73 9 0
97 25 1
28 5 1
2 38 1
5 3 1
39 44 1
59 26 0
99 45 0
95 28 0
44 34 1
98 31 0
57 25 1
80 30 1
61 27 0
52 25 0
6 20 0
85 48 0
84 7 0
76 29 1
32 26 1
25 42 1
17 36 0
67 46 0
49 9 0
89 10 0
63 23 0
18 16 0
56 31 0
99 43 1
14 3 1
95 25 1
72 47 0
93 41 1
79 11 1
94 26 0
76 7 1
79 47 0
93 43 1
23 37 1
84 2 0
0 28 1
91 14 0
68 10 1
28 11 0
82 45 0
2 4 1
65 29 1
90 17 0
67 14 0
90 27 1
66 50 1
43 16 0
34 23 0
5 45 0
11 37 1
35 1 1
67 12 1
37 7 0
65 25 1
81 45 1
7 32 1
5 49 1
48 39 1
26 19 0
95 37 0
44 6 1
47 32 1
16 15 1
25 43 1
52 50 0
20 3 0
25 12 1
94 30 1
38 17 0
40 35 0
10 2 1
95 5 0
100 15 1
64 20 1
75 13 1
11 5 0
37 41 0
69 38 0
90 7 0
8 34 1
71 11 1
38 32 1
78 18 0
46 35 1
30 11 0
61 46 0
92 47 0
99 0 1
25 29 0
12 4 0
32 9 1
91 22 0
90 3 1
12 7 1
85 5 0
41 16 1
21 9 0
25 12 0
28 13 0
68 27 0
37 29 1
19 8 0
69 7 1
53 25 1
19 9 1
54 19 1
91 20 1
16 39 1
92 16 1
57 27 0
37 34 0
92 21 0
86 43 0
57 31 1
8 6 1
6 34 1
58 16 1
50 6 1
9 41 1
