51 26
13 0
100 50
39 20 1
88 29 0
51 40 1
94 11 1
50 17 0
13 33 1
34 22 0
52 40 1
94 42 0
46 17 0
85 3 1
23 3 0
92 41 1
26 47 0
61 20 0
32 43 0
43 8 1
66 28 0
12 42 1
59 14 1
40 17 1
6 28 1
31 5 1
47 1 0
14 8 1
87 34 0
1 29 0
43 34 0
23 38 1
3 13 0
82 13 0
29 31 0
94 4 0
51 43 0
84 21 0
53 47 1
29 42 1
48 34 1
8 20 1
50 27 0
17 2 0
12 28 1
20 3 0
94 46 1
24 34 1
35 39 0
74 41 0
90 7 1
64 31 0
0 43 1
57 43 0
58 13 0
10 32 1
8 28 0
39 17 1
10 41 1
65 37 1
34 35 1
14 18 0
11 1 0
22 44 1
81 39 1
74 18 0
11 42 1
91 49 1
90 3 1
16 39 0
86 11 0
70 26 0
43 43 1
27 23 1
5 11 1
86 11 1
19 31 0
78 50 0
19 46 0
34 4 1
88 1 1
78 35 0
69 38 0
60 18 1
43 50 0
12 18 0
72 37 0
2 30 1
8 6 0
59 0 1
50 20 0
77 34 0
19 29 0
83 4 0
62 37 0
36 16 0
33 22 0
64 17 1
51 5 1
54 49 0
9 8 1
90 48 1
64 12 1
32 46 0
88 3 1
17 30 1
91 3 1
60 6 0
8 15 1
47 28 1
10 18 0
11 38 0
16 44 1
1 41 1
67 49 1
44 3 0
100 37 0
78 34 1
30 47 1
80 27 1
93 42 0
34 20 0
98 21 0
84 4 1
75 33 0
75 33 0
57 35 0
26 31 1
13 6 1
64 25 1
71 13 0
16 28 0
39 10 0
76 34 0
65 32 0
94 4 1
3 22 1
26 46 1
55 3 1
56 4 1
68 20 0
18 6 1
29 27 0
92 8 1
56 30 1
49 36 1
58 9 1
95 30 0
86 34 1
58 30 0
57 13 1
43 46 1
31 41 1
51 32 0
99 27 0
49 37 1
60 3 1
56 39 1
56 14 1
29 10 0
51 0 1
86 5 0
96 45 0
55 38 0
13 14 0
56 21 1
45 41 1
80 44 1
63 41 0
26 49 0
29 36 0
59 16 0
34 17 0
8 15 1
11 11 1
86 6 1
34 25 0
94 5 0
39 26 1
4 35 0
66 5 1
5 38 0
50 27 0
95 0 1
82 50 0
69 46 0
52 14 1
46 8 0
4 23 0
96 11 0
61 2 1
50 8 1
19 17 0
36 42 0
82 50 1
0 22 0
74 5 1
92 23 1
60 43 1
23 43 0
84 3 1
97 40 1
36 21 1
28 33 1
84 43 0
5 20 1
59 7 1
3 10 1
89 21 1
83 42 1
27 7 0
5 42 1
21 3 0
83 18 0
68 33 0
42 16 0
58 5 0
70 16 1
67 2 1
29 18 1
15 43 1
97 6 1
2 4 1
46 15 1
73 49 0
10 0 0
92 12 1
33 8 0
40 37 1
49 27 0
4 45 0
65 5 1
83 2 1
37 49 0
42 2 1
13 45 1
92 19 0
77 45 1
69 19 0
52 11 1
1 12 0
15 22 1
47 0 1
41 12 0
97 2 0
84 21 1
42 44 1
23 27 1
97 41 0
23 24 1
18 45 0
87 44 0
88 4 0
24 2 0
100 37 0
7 30 1
96 30 1
97 26 0
37 49 0
80 30 0
13 31 1
100 5 1
93 20 1
48 45 0
43 16 0
4 19 1
95 22 1
39 16 1
31 20 0
37 39 1
75 10 1
26 1 1
81 2 0
5 28 1
77 30 0
30 21 1
83 43 0
66 35 0
90 6 1
58 26 0
61 25 1
0 42 0
79 35 0
2 9 0
36 29 1
67 11 0
84 48 0
59 7 1
10 29 0
50 32 0
73 44 1
44 37 0
88 41 1
94 20 0
71 25 1
92 22 0
53 7 1
47 10 1
67 41 1
58 40 0
43 3 0
1 29 1
26 8 0
18 9 1
94 10 1
54 20 1
76 23 1
89 29 1
76 35 1
99 1 0
4 20 0
22 19 0
92 29 1
89 25 1
88 26 1
3 38 1
63 1 0
72 28 1
22 8 1
95 4 1
7 40 1
39 15 0
92 50 1
49 18 0
100 41 0
39 31 0
0 12 1
10 23 1
36 43 1
22 24 1
7 39 1
45 47 1
31 42 0
7 19 1
94 17 1
9 7 1
29 38 0
91 44 0
70 23 1
28 5 0
90 47 1
49 22 0
23 14 0
88 36 0
80 28 0
75 18 0
83 3 0
29 37 1
78 48 0
18 5 0
19 18 1
79 50 0
96 43 0
18 30 0
48 34 0
48 44 0
85 3 0
52 33 0
79 28 1
42 30 0
99 40 0
10 14 0
76 26 0
80 3 0
44 17 0
99 37 0
38 11 0
45 16 0
27 7 0
88 25 1
71 19 1
35 25 1
22 18 0
10 27 0
36 17 0
78 19 0
38 0 0
26 40 1
52 18 0
16 27 0
27 23 1
99 16 1
31 17 0
12 14 1
92 46 1
81 26 1
77 44 0
45 10 1
10 12 1
13 8 0
55 26 0
71 22 1
54 21 1
66 41 0
19 6 0
91 45 1
31 29 0
31 28 0
25 22 0
99 40 1
48 11 1
2 46 1
17 5 0
38 44 0
37 13 1
18 8 1
2 28 1
86 28 0
34 19 1
32 47 0
89 11 0
78 23 0
90 49 1
14 44 1
64 39 1
15 10 1
0 24 0
31 19 0
65 2 1
26 34 1
80 18 0
26 16 0
96 10 1
90 44 0
75 31 1
31 41 0
65 21 0
53 32 1
58 44 0
75 48 1
15 38 1
66 47 1
11 50 1
69 4 0
88 30 1
97 34 0
16 44 1
19 12 1
58 11 0
33 17 1
92 27 0
79 32 1
22 43 1
83 36 1
27 14 0
24 44 0
6 25 0
38 50 1
74 7 0
67 19 0
83 8 1
19 22 1
34 34 1
14 16 0
16 37 1
11 14 1
84 9 1
52 31 1
7 29 1
14 6 1
60 24 1
21 4 1
10 39 1
19 46 0
100 2 1
67 21 1
87 15 1
98 30 1
5 17 0
64 27 1
4 30 0
76 46 1
43 7 0
93 38 0
37 29 1
96 39 1
25 46 1
36 18 0
89 25 1
57 34 0
27 16 1
78 40 1
41 18 0
41 3 0
45 24 0
73 4 0
83 26 1
31 18 1
31 3 1
0 37 1
41 23 1
54 50 1
80 30 0
42 42 1
