51 40
87 7
100 50
9 8 0
44 5 0
91 4 0
43 17 1
56 43 0
73 27 0
51 8 1
26 9 0
27 44 0
22 5 1
29 28 0
78 22 1
58 7 1
7 48 1
35 32 0
83 10 0
26 28 1
69 1 1
98 31 0
99 14 1
5 4 0
57 3 1
78 15 1
75 18 1
47 34 1
52 29 1
49 42 0
2 2 1
27 11 1
28 37 0
9 34 1
64 18 0
77 22 1
47 22 0
29 45 0
37 20 1
33 8 1
8 34 0
68 18 0
3 6 1
49 24 1
70 15 0
22 12 0
36 30 1
39 44 0
75 26 1
76 39 1
51 40 0
53 47 0
84 14 1
68 33 0
63 11 1
100 10 0
21 9 0
93 14 0
98 36 0
94 49 0
45 32 1
16 46 0
72 26 0
74 14 0
78 24 1
85 40 1
39 32 0
64 24 1
92 48 1
64 22 0
30 13 0
31 15 0
41 13 1
33 7 1
80 16 0
90 47 0
22 14 1
18 19 1
64 48 1
72 2 1
10 45 0
55 18 1
34 49 0
43 24 1
97 14 0
42 49 0
11 8 1
78 26 1
75 50 1
17 42 1
9 6 1
3 36 1
27 15 0
26 19 1
23 5 0
44 42 0
17 11 1
69 19 1
24 9 1
89 3 1
28 5 1
37 22 1
57 4 1
15 39 0
16 7 1
88 43 0
51 6 0
89 29 1
90 48 1
71 6 1
44 47 1
16 40 0
12 48 1
70 34 0
12 12 0
68 33 1
27 27 1
73 44 0
24 3 0
17 16 1
54 23 0
5 11 0
84 49 1
91 20 0
85 47 0
10 15 0
67 29 1
9 7 1
9 7 1
23 19 0
25 32 0
52 26 1
54 43 0
98 37 1
8 49 0
19 18 1
56 8 1
5 8 1
64 15 1
22 20 0
80 27 0
48 34 0
13 39 1
80 30 1
50 25 0
44 30 1
40 9 0
64 21 1
53 49 1
3 5 0
14 22 0
34 48 1
70 40 1
26 0 1
65 7 1
96 39 0
93 5 0
59 5 1
85 0 1
9 33 0
74 14 1
87 41 1
19 30 0
35 26 0
78 50 0
18 10 1
84 50 1
72 10 1
38 13 1
17 43 0
3 29 0
19 14 0
6 41 0
39 3 0
65 32 0
15 3 0
14 12 0
71 26 1
28 7 0
6 26 0
47 16 0
74 29 1
10 47 0
45 29 1
94 9 1
56 48 0
69 10 1
14 32 0
25 49 1
35 17 0
39 21 0
44 35 1
25 12 0
42 1 1
3 33 1
54 36 0
98 10 0
30 24 1
29 31 0
8 46 0
33 49 1
56 4 0
91 44 0
50 33 1
55 37 0
28 37 0
71 8 1
69 21 0
28 5 0
89 40 1
95 39 1
59 32 0
81 40 0
3 0 0
19 9 0
4 27 0
36 5 1
5 2 1
20 32 1
64 44 1
95 37 1
68 20 0
31 45 0
12 7 1
49 46 1
12 12 1
99 18 1
7 29 0
25 35 1
11 20 0
24 48 0
56 3 1
2 3 0
37 46 0
30 38 0
61 2 0
96 14 0
94 25 1
65 33 0
50 11 1
28 2 0
90 2 0
97 15 0
30 19 0
7 13 0
49 20 1
51 12 1
14 35 1
51 30 1
36 45 1
15 25 1
50 13 1
69 15 1
38 13 1
24 15 0
70 45 1
96 13 1
92 12 0
6 3 1
74 33 0
12 37 1
20 22 0
47 34 0
70 30 1
79 19 1
24 13 0
60 23 0
4 17 0
62 11 0
9 5 1
85 24 1
66 37 0
64 6 1
6 33 0
30 7 1
48 45 0
83 39 1
80 27 1
53 32 1
91 17 1
56 1 0
2 48 1
93 37 1
57 26 1
98 33 0
93 2 0
82 33 0
100 30 0
31 32 1
17 41 0
76 35 1
23 32 0
97 36 1
34 9 0
15 3 0
0 46 1
38 35 1
28 46 0
86 10 1
48 39 1
50 27 0
13 15 1
91 23 0
91 33 1
54 26 0
26 0 0
20 14 1
81 25 1
64 50 1
12 18 0
56 25 0
25 41 1
49 6 0
3 41 1
23 14 0
96 32 1
19 10 1
79 18 0
95 4 1
27 11 0
50 27 0
18 39 0
79 16 0
22 25 1
92 45 1
82 42 0
58 0 1
50 25 0
27 33 0
86 16 0
36 43 0
87 37 1
53 33 1
33 24 1
95 24 0
51 25 1
41 46 1
86 29 0
25 15 0
98 44 1
8 48 0
5 32 1
25 46 0
54 1 0
6 47 1
51 28 0
42 41 1
74 25 0
47 29 1
55 1 0
100 19 1
74 13 0
4 18 0
41 47 0
3 39 0
79 34 0
70 35 0
72 22 1
78 12 0
44 36 1
30 41 0
85 8 1
97 48 1
65 41 1
98 9 1
2 41 1
92 29 1
76 47 0
57 21 0
61 32 1
89 48 1
95 47 1
82 4 0
37 32 0
90 4 1
78 5 1
33 43 0
11 45 0
56 7 1
33 30 1
97 36 1
43 38 0
9 15 0
62 2 0
73 47 1
56 27 1
22 48 0
84 50 0
50 7 1
64 21 1
26 30 1
70 12 1
17 46 0
13 32 0
45 40 0
32 24 1
19 10 1
68 45 1
59 37 1
10 5 1
41 6 1
75 19 0
21 21 1
25 0 1
50 2 1
95 30 1
